state,date,cases,deaths,cases_weekly_change,deaths_weekly_change,state,date,total_vaccinations,total_vaccinations_per_hundred,people_vaccinated,people_vaccinated_per_hundred,people_fully_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_weekly_change,total_vaccinations_per_hundred_weekly_change,people_vaccinated_weekly_change,people_vaccinated_per_hundred_weekly_change,people_fully_vaccinated_weekly_change,people_fully_vaccinated_per_hundred_weekly_change
Alabama,2/13/2021,479856,9242,0.018130302,0.085633755,Alabama,2/13/2021,601159,12.26,467032,,133029,2.71,0.3207264,0.321120714,0.26131117,,0.5784546,0.575581418
Alabama,2/20/2021,485986,9590,0.012774706,0.03765416,Alabama,2/20/2021,776936,15.85,560968,,214512,4.37,0.2923969,0.292822217,0.20113397,,0.6125206,0.612546083
Alabama,3/6/2021,499411,10149,0.013655782,0.022054434,Alabama,3/6/2021,1099697,22.43,721109,,402061,8.2,0.18108559,0.181147989,0.12111318,,0.30595255,0.305732454
Alabama,3/13/2021,503305,10327,0.007797241,0.017538667,Alabama,3/13/2021,1288242,26.27,841394,,492755,10.05,0.1714518,0.171199307,0.16680562,,0.2255727,0.225609779
Alabama,3/20/2021,511087,10436,0.015461803,0.01055491,Alabama,3/20/2021,1460782,29.79,960539,,561254,11.45,0.1339345,0.133993183,0.1416043,,0.13901234,0.139303464
Alabama,3/27/2021,514072,10526,0.00584054,0.008623958,Alabama,3/27/2021,1645858,33.57,1098597,,623385,12.71,0.12669647,0.126888207,0.14372969,,0.11070037,0.110043671
Alabama,4/17/2021,522131,10790,0.006832004,0.007281542,Alabama,4/17/2021,2280686,46.51,1476162,,935377,19.08,0.10427356,0.104225981,0.07654679,,0.15290332,0.152870086
Alabama,5/8/2021,530744,10978,0.004608989,0.005956173,Alabama,5/8/2021,2758021,56.25,1649688,,1263965,25.78,0.053723454,0.053765455,0.031615973,,0.08800709,0.088222908
Alabama,5/15/2021,539829,11038,0.0171175,0.005465508,Alabama,5/15/2021,2881314,58.76,1697289,,1348023,27.49,0.044703484,0.044622192,0.02885449,,0.066503406,0.06633048
Alabama,5/22/2021,541928,11112,0.003888249,0.006704092,Alabama,5/22/2021,2962661,60.42,1736645,,1396990,28.49,0.028232574,0.028250479,0.023187518,,0.036325097,0.036376856
Alabama,6/5/2021,545585,11198,0.00401175,0.004665375,Alabama,6/5/2021,3032931,61.86,1772245,,1440289,29.37,0.00410223,0.004220789,0.003811956,,0.006020904,0.005821947
Alabama,6/12/2021,547323,11266,0.00318563,0.006072521,Alabama,6/12/2021,3105159,63.33,1805486,,1485108,30.29,0.023814559,0.023763366,0.01875639,,0.031118035,0.031324512
Alabama,6/26/2021,549934,11336,0.002327442,0.00265348,Alabama,6/26/2021,3317156,67.65,1933773,,1578780,32.2,0.012787581,0.012724574,0.012974262,,0.012764931,0.012897161
Alabama,7/31/2021,585607,11536,0.02894938,0.004615545,Alabama,7/31/2021,3587175,73.16,2117044,,1683584,34.34,0.023648381,0.023646336,0.03326392,,0.010705709,0.010891968
Alabama,8/21/2021,659750,12000,0.05071628,0.01997447,Alabama,8/21/2021,3906516,79.67,2340782,,1777585,36.25,0.0363667,0.036290299,0.035594463,,0.02942419,0.029244747
Alabama,9/11/2021,745812,12673,0.03688693,0.020863533,Alabama,9/11/2021,4292244,87.54,2506484,,1959493,39.96,0.019629836,0.019685509,0.013085485,,0.022854686,0.022779603
Alabama,9/25/2021,787421,14022,0.024886131,0.06154895,Alabama,9/25/2021,4471337,91.19,2565735,,2060935,42.03,0.0192492,0.019224348,0.011195183,,0.02380097,0.023623935
Alabama,10/2/2021,799800,14469,0.015720963,0.03187847,Alabama,10/2/2021,4544355,92.68,2586950,,2094920,42.73,0.016330242,0.016339514,0.008268595,,0.016490102,0.01665476
Alabama,10/9/2021,807479,14857,0.009601116,0.02681601,Alabama,10/9/2021,4630089,94.43,2609534,,2128926,43.42,0.018866062,0.018882179,0.008729935,,0.01623261,0.016147863
Alabama,10/23/2021,819597,15406,0.007518292,0.014954925,Alabama,10/23/2021,4759947,97.08,2648588,,2174923,44.36,0.015308023,0.01537498,0.008906007,,0.011353135,0.011399923
Alabama,1/23/2021,439442,6657,0.04459679,0.08792281,Alabama,1/23/2021,221540,4.52,193955,,27422,0.56,,,,,,
Alabama,1/30/2021,455582,7566,0.036728382,0.13654804,Alabama,1/30/2021,342436,6.98,288368,,53742,1.1,0.54570735,0.544247792,0.4867779,,0.95981324,0.964285757
Alabama,2/6/2021,471311,8513,0.034525037,0.12516522,Alabama,2/6/2021,455173,9.28,370275,,84278,1.72,0.32922065,0.329512856,0.2840364,,0.5681962,0.56363639
Alabama,2/27/2021,492683,9930,0.013780236,0.035453558,Alabama,2/27/2021,931090,18.99,643208,,307868,6.28,0.19841278,0.198107241,0.1466037,,0.43520176,0.437070986
Alabama,4/3/2021,516615,10637,0.004946828,0.010545373,Alabama,4/3/2021,1847243,37.67,1234131,,705197,14.38,0.12235868,0.122132802,0.12337005,,0.13123834,0.131392613
Alabama,4/10/2021,518588,10712,0.003819108,0.007050872,Alabama,4/10/2021,2065327,42.12,1371201,,811323,16.55,0.11805916,0.11813111,0.111065984,,0.15049124,0.15090398
Alabama,4/24/2021,525898,10851,0.007214665,0.005653381,Alabama,4/24/2021,2461510,50.2,1543544,,1054863,21.51,0.07928491,0.079337793,0.045646787,,0.12774098,0.127358503
Alabama,5/1/2021,528309,10913,0.004584551,0.005713701,Alabama,5/1/2021,2617405,53.38,1599130,,1161725,23.69,0.063333035,0.063346635,0.036011934,,0.10130417,0.101348235
Alabama,5/29/2021,543405,11146,0.002725482,0.003059745,Alabama,5/29/2021,3020540,61.6,1765515,,1431669,29.2,0.019536138,0.019529932,0.016623974,,0.024824142,0.024921052
Alabama,6/19/2021,548657,11306,0.002437353,0.00355053,Alabama,6/19/2021,3275273,66.8,1909005,,1558881,31.79,0.054784298,0.054792406,0.057335854,,0.049675226,0.049521324
Alabama,7/3/2021,551298,11358,0.002480269,0.001940727,Alabama,7/3/2021,3381996,68.98,1969834,,1612803,32.89,0.019546866,0.019660064,0.018648028,,0.021550179,0.021428552
Alabama,7/10/2021,554605,11402,0.005998612,0.003873944,Alabama,7/10/2021,3414916,69.65,1988956,,1629745,33.24,0.009733915,0.009712982,0.009707451,,0.010504723,0.010641583
Alabama,7/17/2021,559478,11443,0.00878644,0.003595829,Alabama,7/17/2021,3455278,70.47,2013853,,1648172,33.61,0.011819363,0.011773169,0.012517571,,0.011306644,0.011131186
Alabama,7/24/2021,569131,11483,0.017253637,0.003495574,Alabama,7/24/2021,3504304,71.47,2048890,,1665751,33.97,0.014188767,0.014190453,0.017398,,0.010665774,0.010711134
Alabama,8/7/2021,607209,11624,0.03688824,0.007628322,Alabama,8/7/2021,3699467,75.45,2207345,,1707895,34.83,0.031303763,0.031301216,0.042654276,,0.01444006,0.014269127
Alabama,8/14/2021,627905,11765,0.034083843,0.012130022,Alabama,8/14/2021,3769434,76.88,2260327,,1726776,35.22,0.018912673,0.018952913,0.024002552,,0.011055112,0.011197279
Alabama,8/28/2021,688018,12219,0.04284656,0.018249989,Alabama,8/28/2021,4072870,83.07,2415007,,1850031,37.73,0.042583704,0.042676035,0.031709433,,0.040755272,0.040827574
Alabama,9/4/2021,719280,12414,0.045437813,0.015958786,Alabama,9/4/2021,4209610,85.85,2474109,,1915710,39.07,0.03357339,0.033465733,0.024472833,,0.0355016,0.035515497
Alabama,9/18/2021,768301,13209,0.030153751,0.04229462,Alabama,9/18/2021,4386893,89.47,2537329,,2013023,41.06,0.022051215,0.022047078,0.012306094,,0.02731824,0.027527562
Alabama,10/16/2021,813481,15179,0.007433057,0.021673322,Alabama,10/16/2021,4688180,95.61,2625208,,2150508,43.86,0.01254642,0.012496035,0.006006479,,0.010137558,0.010133593
Alabama,10/30/2021,831653,15573,0.014709711,0.010839939,Alabama,10/30/2021,4866607,99.25,2672040,,2194074,44.75,0.02240777,0.022352699,0.008854508,,0.008805394,0.008791704
Alabama,11/6/2021,835740,15834,0.004914284,0.016759753,Alabama,11/6/2021,4943879,100.83,2689496,,2208029,45.03,0.015877962,0.015919414,0.006532788,,0.006360292,0.006256956
Alaska,2/6/2021,54880,269,0.019108295,0.063241124,Alaska,2/6/2021,139147,19.02,103163,,35773,4.89,0.20716071,0.206852821,0.123853445,,0.53400517,0.532915319
Alaska,2/13/2021,56008,271,0.020553946,0.007434964,Alaska,2/13/2021,175138,23.94,122463,,52380,7.16,0.25865448,0.258675107,0.18708253,,0.4642328,0.464212648
Alaska,2/20/2021,56979,278,0.017336845,0.025830269,Alaska,2/20/2021,227403,31.09,148299,,78623,10.75,0.29842186,0.298663331,0.2109698,,0.50101185,0.501396648
Alaska,3/6/2021,58870,292,0.017702222,0.046594977,Alaska,3/6/2021,288625,39.45,178237,,110053,15.04,0.11207223,0.111894046,0.088543296,,0.15443039,0.154259398
Alaska,3/13/2021,59796,292,0.015729547,0,Alaska,3/13/2021,324271,44.33,197436,,126647,17.31,0.12350285,0.123700934,0.10771608,,0.15078187,0.150930816
Alaska,3/27/2021,61744,299,0.017484307,0.010135174,Alaska,3/27/2021,395650,54.08,242733,,156698,21.42,0.0908525,0.090762441,0.09755969,,0.09312236,0.092857147
Alaska,4/3/2021,62987,299,0.020131469,0,Alaska,4/3/2021,420238,57.45,254263,,170747,23.34,0.06214583,0.062315103,0.04750073,,0.08965659,0.089635861
Alaska,4/17/2021,65390,318,0.017600656,0.06354511,Alaska,4/17/2021,509843,69.69,288040,,231393,31.63,0.11876619,0.118619622,0.07242715,,0.18776369,0.187758136
Alaska,4/24/2021,66518,318,0.0172503,0,Alaska,4/24/2021,536961,73.4,299312,,246821,33.74,0.05318892,0.05323578,0.03913343,,0.06667447,0.066708874
Alaska,5/1/2021,67598,330,0.016236186,0.03773582,Alaska,5/1/2021,560662,76.64,307711,,262217,35.84,0.044139147,0.044141681,0.028061032,,0.062377214,0.062240668
Alaska,5/8/2021,68324,332,0.010739923,0.0060606,Alaska,5/8/2021,571320,78.1,312475,,268319,36.68,0.01900971,0.019050084,0.015482068,,0.023270845,0.023437509
Alaska,5/15/2021,68897,336,0.008386493,0.012048245,Alaska,5/15/2021,583641,79.78,318593,,275681,37.68,0.021565795,0.021510868,0.019579172,,0.027437449,0.027262822
Alaska,6/5/2021,69886,352,0.003719807,0,Alaska,6/5/2021,618609,84.56,340957,,291308,39.82,0.014049888,0.01403043,0.013564467,,0.015743017,0.015816319
Alaska,6/26/2021,70485,357,0.002845526,0.002809048,Alaska,6/26/2021,649109,88.73,353979,,310204,42.4,0.015998125,0.016031185,0.013427258,,0.018581867,0.018496313
Alaska,7/31/2021,74853,372,0.022679806,0.013623953,Alaska,7/31/2021,697440,95.34,376882,,333092,45.53,0.00831151,0.008355329,0.010673046,,0.00664568,0.006632739
Alaska,8/14/2021,79151,386,0.028750062,0.013123393,Alaska,8/14/2021,709158,96.94,384971,,337746,46.17,0.007362485,0.007378182,0.009177685,,0.006502509,0.006540182
Alaska,8/21/2021,82469,397,0.041919827,0.028497458,Alaska,8/21/2021,716988,98.01,389526,,340964,46.61,0.011041284,0.011037777,0.011832118,,0.009527922,0.009530011
Alaska,9/11/2021,94422,441,0.049984932,0.023201823,Alaska,9/11/2021,754346,103.12,407729,,353278,48.29,0.023801327,0.023828463,0.019167066,,0.016343594,0.016203723
Alaska,9/18/2021,99590,452,0.054733038,0.024943352,Alaska,9/18/2021,765238,104.61,412682,,357820,48.91,0.014438987,0.014449191,0.012147784,,0.012856722,0.012839094
Alaska,9/25/2021,106888,515,0.07328045,0.13938057,Alaska,9/25/2021,775688,106.03,415735,,364112,49.77,0.013655901,0.013574216,0.00739789,,0.017584205,0.017583326
Alaska,10/16/2021,126893,599,0.053088903,0.04355395,Alaska,10/16/2021,827164,113.07,426807,,377834,51.65,0.01826477,0.018281698,0.007663608,,0.009271741,0.009380526
Alaska,10/23/2021,132393,680,0.043343663,0.13522542,Alaska,10/23/2021,852106,116.48,431007,,382206,52.25,0.030153632,0.030158339,0.009840488,,0.011571169,0.011616651
Alaska,1/23/2021,52820,250,0.02868712,0.13636363,Alaska,1/23/2021,88344,12.08,73014,,15206,2.08,,,,,,
Alaska,1/30/2021,53851,253,0.01951909,0.011999965,Alaska,1/30/2021,115268,15.76,91794,,23320,3.19,0.3047632,0.304635781,0.25721097,,0.5336051,0.533653874
Alaska,2/27/2021,57846,279,0.015216112,0.00359714,Alaska,2/27/2021,259538,35.48,163739,,95331,13.03,0.14131296,0.141202944,0.10411394,,0.21250784,0.212092998
Alaska,3/20/2021,60683,296,0.014833808,0.013698578,Alaska,3/20/2021,362698,49.58,221157,,143349,19.6,0.118502736,0.118429998,0.12014532,,0.13187838,0.132293494
Alaska,4/10/2021,64259,299,0.02019465,0,Alaska,4/10/2021,455719,62.3,268587,,194814,26.63,0.084430695,0.084421223,0.05633533,,0.14095128,0.14095969
Alaska,5/22/2021,69329,352,0.00627017,0.047619104,Alaska,5/22/2021,598449,81.81,328869,,281611,38.5,0.02537179,0.025444943,0.03225434,,0.021510363,0.021762208
Alaska,5/29/2021,69627,352,0.004298329,0,Alaska,5/29/2021,610038,83.39,336394,,286793,39.2,0.019365072,0.019313035,0.022881508,,0.018401265,0.018181838
Alaska,6/12/2021,70065,356,0.002561331,0.011363626,Alaska,6/12/2021,629530,86.05,345283,,298544,40.81,0.01765418,0.01762066,0.012687802,,0.02483964,0.024861913
Alaska,6/19/2021,70285,356,0.003139973,0,Alaska,6/19/2021,638888,87.33,349289,,304545,41.63,0.014865041,0.014875094,0.011602044,,0.020100832,0.020093141
Alaska,7/3/2021,70774,360,0.004100204,0.00840342,Alaska,7/3/2021,668685,91.41,363378,,319083,43.62,0.030158281,0.030204031,0.026552439,,0.028623104,0.02877356
Alaska,7/10/2021,71118,362,0.00486052,0.005555511,Alaska,7/10/2021,681805,93.2,368156,,325118,44.44,0.019620657,0.019582069,0.013148785,,0.018913627,0.018798685
Alaska,7/17/2021,71826,364,0.009955287,0.005524874,,,,,,,,,,,,,,
Alaska,7/24/2021,73193,367,0.01903212,0.008241773,Alaska,7/24/2021,691691,94.55,372902,,330893,45.23,,,,,,
Alaska,8/7/2021,76939,381,0.027867913,0.024193525,Alaska,8/7/2021,703975,96.23,381470,,335564,45.87,0.009369969,0.009335047,0.012173533,,0.007421374,0.00746758
Alaska,8/28/2021,86055,421,0.04348302,0.060453415,Alaska,8/28/2021,726501,99.31,394238,,344325,47.07,0.013267994,0.013263928,0.012096763,,0.009857297,0.00986912
Alaska,9/4/2021,89927,431,0.044994473,0.023752928,Alaska,9/4/2021,736809,100.72,400061,,347597,47.52,0.014188528,0.014197978,0.014770269,,0.009502649,0.009560239
Alaska,10/2/2021,114867,560,0.07464826,0.08737862,Alaska,10/2/2021,798038,109.09,420423,,371493,50.78,0.028813124,0.028859722,0.011276364,,0.020271182,0.020293325
Alaska,10/9/2021,120496,574,0.049004555,0.024999976,Alaska,10/9/2021,812327,111.04,423561,,374363,51.17,0.017905116,0.017875157,0.007463932,,0.007725596,0.007680153
Alaska,10/30/2021,136975,707,0.03460908,0.039705873,Alaska,10/30/2021,871548,119.14,434722,,385083,52.64,0.02281642,0.022836533,0.008619309,,0.007527351,0.007464103
Alaska,11/6/2021,141182,723,0.030713677,0.02263081,Alaska,11/6/2021,891150,121.82,438100,,387463,52.97,0.022490978,0.022494542,0.007770538,,0.006180525,0.00626902
American Samoa,9/25/2021,1,0,,,American Samoa,9/25/2021,60992,109.52,33695,,27875,50.05,0.036802888,0.036826627,0.033272028,,0.039917946,0.039891943
American Samoa,10/9/2021,1,0,0,NaN,American Samoa,10/9/2021,63460,113.95,34619,,29405,52.8,0.015993953,0.015959317,0.010213256,,0.02232039,0.022265232
American Samoa,10/30/2021,1,0,0,NaN,American Samoa,10/30/2021,65780,118.12,35238,,30977,55.62,0.00518024,0.005191071,0.001022697,,0.005844712,0.005786599
American Samoa,11/6/2021,1,0,0,NaN,American Samoa,11/6/2021,66218,139.72,35288,,31094,65.61,0.006658554,0.182864894,0.001418948,,0.003777027,0.179611661
American Samoa,10/2/2021,1,0,0,NaN,American Samoa,10/2/2021,62461,112.16,34269,,28763,51.65,0.024085164,0.02410522,0.017035127,,0.031856537,0.031968062
American Samoa,10/16/2021,1,0,0,NaN,American Samoa,10/16/2021,63952,114.84,34726,,29791,53.5,0.007752895,0.007810411,0.003090739,,0.013126969,0.013257576
American Samoa,10/23/2021,1,0,0,NaN,American Samoa,10/23/2021,65441,117.51,35202,,30797,55.3,0.023283124,0.023249757,0.01370728,,0.033768535,0.033644846
Arizona,2/6/2021,780200,14039,0.03197372,0.07078028,Arizona,2/6/2021,766788,10.53,629750,,136236,1.87,0.37572777,0.374673594,0.34013307,,0.5661111,0.558333337
Arizona,2/20/2021,807163,15480,0.013904095,0.034966946,Arizona,2/20/2021,1425295,19.58,1064109,,356055,4.89,0.3691318,0.369230764,0.31196558,,0.57436395,0.572347224
Arizona,2/27/2021,816334,15967,0.011362076,0.031459928,Arizona,2/27/2021,1728239,23.74,1195110,,490688,6.74,0.21254826,0.212461684,0.123108625,,0.37812412,0.378323062
Arizona,3/20/2021,835765,16733,0.004411817,0.011301875,Arizona,3/20/2021,2825939,38.82,1762337,,1004408,13.8,0.13738048,0.137082592,0.12762427,,0.16939974,0.169491542
Arizona,4/10/2021,849022,17092,0.006143332,0.005944371,Arizona,4/10/2021,4054007,55.7,2494850,,1540110,21.16,0.10959911,0.109561768,0.09575498,,0.1562283,0.156284145
Arizona,4/17/2021,853050,17151,0.004744291,0.003451943,Arizona,4/17/2021,4440592,61.01,2696688,,1743376,23.95,0.09535873,0.095332106,0.08090186,,0.13198149,0.131852588
Arizona,5/8/2021,868382,17407,0.005571008,0.003979683,Arizona,5/8/2021,5337459,73.33,3065521,,2273527,31.24,0.041696906,0.041767323,0.028048038,,0.06266737,0.062946573
Arizona,5/22/2021,876411,17547,0.004487157,0.005040407,Arizona,5/22/2021,5764271,79.19,3264181,,2522197,34.65,0.037095428,0.037061321,0.033714175,,0.042552352,0.042418818
Arizona,5/29/2021,880466,17628,0.00462687,0.004616141,Arizona,5/29/2021,5929316,81.46,3351394,,2604505,35.78,0.028632402,0.028665224,0.02671814,,0.032633424,0.032611797
Arizona,6/19/2021,889342,17838,0.003314495,0.004335284,Arizona,6/19/2021,6331444,86.99,3536550,,2830089,38.88,0.023992658,0.024014101,0.018402696,,0.03183496,0.031847162
Arizona,6/26/2021,892711,17914,0.003788233,0.00426054,Arizona,6/26/2021,6427731,88.31,3581918,,2884799,39.63,0.015207768,0.01517413,0.01282835,,0.019331574,0.019290151
Arizona,7/3/2021,896518,17975,0.004264593,0.003405213,Arizona,7/3/2021,6795043,93.35,3691058,,3155675,43.35,0.05714488,0.057071662,0.030469656,,0.0938977,0.093868243
Arizona,7/17/2021,907268,18114,0.007363677,0.004714608,Arizona,7/17/2021,6942123,95.38,3764742,,3233494,44.42,0.010406375,0.01048837,0.009812117,,0.01160872,0.011614625
Arizona,8/7/2021,943415,18376,0.017449737,0.007124901,Arizona,8/7/2021,7196555,98.87,3926057,,3327357,45.71,0.013654828,0.01363546,0.016569376,,0.010111928,0.009942534
Arizona,8/28/2021,1005764,18779,0.023391962,0.009786487,Arizona,8/28/2021,7526215,103.4,4103699,,3464639,47.6,0.015126467,0.015118805,0.013430715,,0.01421988,0.01427655
Arizona,9/25/2021,1081790,19806,0.01638937,0.016369939,Arizona,9/25/2021,8146454,111.92,4294793,,3695439,50.77,0.010874867,0.010838134,0.008667707,,0.011395812,0.011354591
Arizona,10/2/2021,1100167,20134,0.016987562,0.016560674,Arizona,10/2/2021,8243182,113.25,4323895,,3726363,51.2,0.011873603,0.011883488,0.006776094,,0.008368135,0.008469584
Arizona,10/9/2021,1116419,20350,0.014772296,0.010728121,Arizona,10/9/2021,8393061,115.31,4361465,,3768114,51.77,0.018182158,0.018189824,0.008688927,,0.011204243,0.011132821
Arizona,10/30/2021,1166060,21153,0.015430093,0.014240503,Arizona,10/30/2021,8786281,120.71,4454234,,3861457,53.05,0.019571424,0.019596242,0.006233573,,0.007309675,0.007214719
Arizona,11/6/2021,1186477,21408,0.017509341,0.012055039,Arizona,11/6/2021,8939173,122.81,4484322,,3888617,53.42,0.017401218,0.017397047,0.006754875,,0.007033587,0.006974518
Arizona,1/16/2021,670234,11248,0.09533262,0.11554098,Arizona,1/16/2021,,,,,,,,,,,,
Arizona,1/23/2021,717593,12170,0.07066035,0.081970096,Arizona,1/23/2021,360958,4.96,305744,,55014,0.76,,,,,,
Arizona,1/30/2021,756027,13111,0.05355966,0.07732129,Arizona,1/30/2021,557369,7.66,469916,,86990,1.2,0.5441381,0.544354808,0.53695905,,0.58123386,0.578947431
Arizona,2/13/2021,796094,14957,0.020371675,0.065389276,Arizona,2/13/2021,1041021,14.3,811080,,226158,3.11,0.3576386,0.358024709,0.28793967,,0.66004586,0.663101548
Arizona,3/6/2021,825119,16323,0.010761499,0.022295952,Arizona,3/6/2021,2043739,28.08,1328642,,662235,9.1,0.1825558,0.182813813,0.111732006,,0.34960508,0.350148425
Arizona,3/13/2021,832094,16546,0.008453369,0.013661742,Arizona,3/13/2021,2484603,34.14,1562876,,858909,11.8,0.21571445,0.215811944,0.17629576,,0.29698527,0.296703318
Arizona,3/27/2021,839334,16913,0.004270315,0.010757208,Arizona,3/27/2021,3239538,44.51,2030110,,1154039,15.85,0.14635813,0.146573888,0.15194201,,0.1489743,0.148550752
Arizona,4/3/2021,843838,16991,0.005366206,0.00461185,Arizona,4/3/2021,3653578,50.2,2276832,,1332012,18.3,0.12780833,0.127836458,0.12153137,,0.15421748,0.154574084
Arizona,4/24/2021,858076,17260,0.0058918,0.006355286,Arizona,4/24/2021,4815132,66.15,2859184,,1955806,26.87,0.084344625,0.084248509,0.060257673,,0.121849775,0.121920703
Arizona,5/1/2021,863571,17338,0.006403804,0.004519105,Arizona,5/1/2021,5123812,70.39,2981885,,2139453,29.39,0.064106226,0.064096741,0.04291475,,0.093898416,0.093784867
Arizona,5/15/2021,872496,17459,0.004737496,0.002987266,Arizona,5/15/2021,5558091,76.36,3157721,,2419252,33.24,0.041336536,0.041320068,0.030076504,,0.06409645,0.06402054
Arizona,6/5/2021,883314,17698,0.003234625,0.003970981,Arizona,6/5/2021,6043146,83.02,3411332,,2662008,36.57,0.019197822,0.019150462,0.017884493,,0.022078276,0.022079365
Arizona,6/12/2021,886404,17761,0.003498197,0.003559709,Arizona,6/12/2021,6183095,84.95,3472644,,2742773,37.68,0.023158312,0.023247374,0.017973065,,0.030339837,0.030352756
Arizona,7/10/2021,900636,18029,0.004593372,0.003004193,Arizona,7/10/2021,6870625,94.39,3728161,,3196388,43.91,0.011123061,0.011140861,0.010052085,,0.012901545,0.012918105
Arizona,7/24/2021,915660,18170,0.009249806,0.003091574,Arizona,7/24/2021,7013800,96.36,3805849,,3264446,44.85,0.010324955,0.010274697,0.010918975,,0.009572268,0.00968029
Arizona,7/31/2021,927235,18246,0.012641192,0.004182696,Arizona,7/31/2021,7099611,97.54,3862065,,3294048,45.26,0.012234569,0.012245755,0.014770985,,0.009068012,0.009141546
Arizona,8/14/2021,962410,18462,0.02013433,0.004680038,Arizona,8/14/2021,7308847,100.41,3992849,,3373163,46.34,0.015603542,0.015576046,0.017012477,,0.013766527,0.013782545
Arizona,8/21/2021,982775,18597,0.021160364,0.007312298,Arizona,8/21/2021,7414066,101.86,4049314,,3416063,46.93,0.014396071,0.014440799,0.01414156,,0.012718082,0.012731988
Arizona,9/4/2021,1027359,18997,0.021471262,0.01160872,Arizona,9/4/2021,7871103,108.14,4172707,,3568380,49.02,0.045824885,0.045841387,0.01681602,,0.02994275,0.029831942
Arizona,9/11/2021,1045835,19183,0.017984033,0.009791017,Arizona,9/11/2021,7959386,109.35,4212977,,3607989,49.57,0.011216044,0.011189185,0.009650826,,0.011100054,0.011219904
Arizona,9/18/2021,1064346,19487,0.017699718,0.015847325,Arizona,9/18/2021,8058815,110.72,4257887,,3653801,50.2,0.012492061,0.012528589,0.010659933,,0.012697339,0.012709315
Arizona,10/16/2021,1131976,20509,0.013934732,0.007813215,Arizona,10/16/2021,8504171,116.84,4390814,,3799266,52.2,0.013238311,0.013268549,0.006729126,,0.008267283,0.008305983
Arizona,10/23/2021,1148341,20856,0.014456987,0.016919374,Arizona,10/23/2021,8617622,118.39,4426640,,3833436,52.67,0.013340592,0.013266,0.00815928,,0.008993864,0.009003796
Arkansas,2/13/2021,312562,5252,0.021230817,0.037739635,Arkansas,2/13/2021,457386,15.16,330146,,124040,4.11,0.22075725,0.220611904,0.13783419,,0.520769,0.522222272
Arkansas,2/20/2021,315230,5348,0.008535862,0.018278718,Arkansas,2/20/2021,520904,17.26,364735,,152675,5.06,0.13887179,0.138522443,0.10476875,,0.23085296,0.231143538
Arkansas,5/8/2021,337415,5760,0.004306912,0.003309488,Arkansas,5/8/2021,1885668,62.48,1102155,,831032,27.54,0.045389295,0.045340464,0.02328813,,0.069203496,0.069099414
Arkansas,5/29/2021,341290,5830,0.003676057,0.002407193,Arkansas,5/29/2021,2069135,68.56,1188623,,936319,31.03,0.026437044,0.026347269,0.023675203,,0.031963468,0.03192553
Arkansas,6/12/2021,343873,5860,0.004463315,0.002394795,Arkansas,6/12/2021,2137109,70.82,1221583,,973662,32.26,0.015879154,0.015923106,0.012577772,,0.020524502,0.020240301
Arkansas,6/19/2021,345472,5874,0.004649997,0.002389073,Arkansas,6/19/2021,2180298,72.25,1239190,,1001273,33.18,0.020209074,0.020192036,0.014413238,,0.028357863,0.028518298
Arkansas,7/3/2021,350579,5913,0.009575129,0.003393889,Arkansas,7/3/2021,2252454,74.64,1275988,,1039459,34.44,0.018513083,0.018558944,0.01759839,,0.020201683,0.020142139
Arkansas,7/24/2021,374328,6048,0.032401085,0.00934577,Arkansas,7/24/2021,2378420,78.81,1362806,,1082224,35.86,0.024635196,0.024570951,0.031311512,,0.01606977,0.016151902
Arkansas,7/31/2021,386452,6141,0.032388687,0.015376926,Arkansas,7/31/2021,2442426,80.93,1412910,,1097775,36.38,0.02691114,0.026900143,0.036765337,,0.014369488,0.014500866
Arkansas,8/7/2021,402908,6290,0.042582273,0.024263144,Arkansas,8/7/2021,2533503,83.95,1474010,,1129503,37.43,0.03728962,0.037316161,0.043244123,,0.028902054,0.02886202
Arkansas,8/21/2021,434027,6645,0.037622213,0.031031847,Arkansas,8/21/2021,2685663,88.99,1560800,,1193299,39.54,0.02931583,0.029262062,0.025846004,,0.030050397,0.029955741
Arkansas,9/11/2021,473885,7232,0.024122477,0.027564645,Arkansas,9/11/2021,2899259,96.07,1642503,,1313016,43.51,0.018552184,0.018553856,0.011387229,,0.024339676,0.024246665
Arkansas,10/2/2021,497576,7724,0.010854602,0.01967001,Arkansas,10/2/2021,3037532,100.65,1685915,,1381428,45.78,0.017561197,0.017488895,0.007408977,,0.012871385,0.013055959
Arkansas,10/16/2021,506573,8195,0.008296132,0.046481967,Arkansas,10/16/2021,3134536,103.87,1709620,,1410873,46.75,0.013611913,0.013662562,0.006337762,,0.009403825,0.009283247
Arkansas,10/30/2021,512994,8370,0.005872607,0.012459159,Arkansas,10/30/2021,3243552,107.48,1749445,,1447483,47.96,0.021772385,0.021770162,0.007844687,,0.00825274,0.008198425
Arkansas,11/6/2021,515979,8483,0.005818725,0.013500571,Arkansas,11/6/2021,3310600,109.7,1762137,,1458156,48.32,0.02067113,0.020654977,0.007254839,,0.007373452,0.007506249
Arkansas,1/23/2021,282995,4563,0.0474391,0.06289303,Arkansas,1/23/2021,201676,6.68,167788,,31600,1.05,,,,,,
