"state","date","total_vaccinations","total_vaccinations_per_hundred","people_vaccinated","people_vaccinated_per_hundred","people_fully_vaccinated","people_fully_vaccinated_per_hundred","total_vaccinations_weekly_change","total_vaccinations_per_hundred_weekly_change","people_vaccinated_weekly_change","people_vaccinated_per_hundred_weekly_change","people_fully_vaccinated_weekly_change","people_fully_vaccinated_per_hundred_weekly_change"
"Alabama","2021-01-12","78134","1.59","70861",,"7270","0.15",,,,,,
"Alabama","2021-01-13","84040","1.71","74792",,"9245","0.19",,,,,,
"Alabama","2021-01-14","92300","1.88","80480",,,,,,,,,
"Alabama","2021-01-15","100567","2.05","86956",,"13488","0.28",,,,,,
"Alabama","2021-01-16",,,,,,,,,,,,
"Alabama","2021-01-17",,,,,,,,,,,,
"Alabama","2021-01-18",,,,,,,,,,,,
"Alabama","2021-01-19","130795","2.67","114319",,"16346","0.33","0.6739832","0.6792453310024813","0.6132852",,"1.2484181","1.200000087420146"
"Alabama","2021-01-20","139200","2.84","121113",,"17956","0.37","0.65635407","0.6608186632569073","0.619331",,"0.94223905","0.9473684461493241"
"Alabama","2021-01-21","165919","3.38","144429",,"21345","0.44","0.79760563","0.7978724012983607","0.7945949",,,
"Alabama","2021-01-22","199314","4.06","174317",,"24840","0.51","0.9819026","0.9804877769656299","1.0046575",,"0.841637","0.8214285373687742"
"Alabama","2021-01-23","221540","4.52","193955",,"27422","0.56",,,,,,
"Alabama","2021-01-24","243737","4.97","213833",,"29736","0.61",,,,,,
"Alabama","2021-01-25","250612","5.11","220464",,"29978","0.61",,,,,,
"Alabama","2021-01-26","254959","5.2","223854",,"30933","0.63","0.9493023","0.9475654716348827","0.9581522",,"0.89238954","0.9090908946412981"
"Alabama","2021-01-27","266444","5.43","232633",,"33595","0.69","0.91410923","0.9119717705417687","0.92079294",,"0.8709624","0.8648648584211196"
"Alabama","2021-01-28","278993","5.69","241337",,"37431","0.76","0.68150127","0.6834319695918518","0.6709733",,"0.7536191","0.727272705598311"
"Alabama","2021-01-29","300915","6.14","256601",,"44073","0.9","0.50975347","0.5123152380506395","0.4720366",,"0.7742753","0.7647058356042002"
"Alabama","2021-01-30","342436","6.98","288368",,"53742","1.1","0.54570735","0.5442477918304174","0.4867779",,"0.95981324","0.9642857568604604"
"Alabama","2021-01-31","353974","7.22","298301",,"55331","1.13","0.4522785","0.45271625557176076","0.39501858",,"0.86074114","0.8524590085764401"
"Alabama","2021-02-01","358280","7.31","301628",,"56308","1.15","0.42962027","0.43052836453611354","0.36815083",,"0.8783108","0.8852458625543314"
"Alabama","2021-02-02","371882","7.58","312711",,"58825","1.2","0.45859528","0.45769229302039505","0.39694178",,"0.9016907","0.9047619804503426"
"Alabama","2021-02-03","388339","7.92","324998",,"62990","1.28","0.4574883","0.4585635499620526","0.39704168",,"0.8749814","0.8550724223040154"
"Alabama","2021-02-04","408428","8.33","338845",,"69155","1.41","0.46393633","0.463971867083665","0.4040326",,"0.84753275","0.8552631139755249"
"Alabama","2021-02-05","430597","8.78","353522",,"76603","1.56","0.43095887","0.4299673832200639","0.37771094",,"0.7380936","0.7333332697550454"
"Alabama","2021-02-06","455173","9.28","370275",,"84278","1.72","0.32922065","0.32951285572653166","0.2840364",,"0.5681962","0.5636363896456631"
"Alabama","2021-02-07","462332","9.43","375567",,"86141","1.76","0.3061185","0.3060942250935985","0.2590202",,"0.55683076","0.5575221154542098"
"Alabama","2021-02-08","467636","9.54","378514",,"88453","1.8","0.305225","0.3050615542890598","0.25490344",,"0.570878","0.5652173498402473"
"Alabama","2021-02-09","490969","10.01","395196",,"95033","1.94","0.32022798","0.32058050512952985","0.26377392",,"0.6155206","0.6166667143503826"
"Alabama","2021-02-10","515802","10.52","412462",,"102520","2.09","0.3282261","0.32828288608127165","0.26912165",,"0.6275599","0.6328124329447746"
"Alabama","2021-02-11","543237","11.08","431259",,"111036","2.26","0.330068","0.3301320436621915","0.27273238",,"0.6056106","0.6028368726689766"
"Alabama","2021-02-12","571115","11.65","448071",,"122019","2.49","0.32633293","0.3268792276230381","0.26744866",,"0.592875","0.596153852267143"
"Alabama","2021-02-13","601159","12.26","467032",,"133029","2.71","0.3207264","0.32112071431916345","0.26131117",,"0.5784546","0.5755814175273097"
"Alabama","2021-02-14","612254","12.49","474065",,"137032","2.79","0.32427347","0.32449626416947663","0.26226485",,"0.5907872","0.5852272510528564"
"Alabama","2021-02-15",,,,,,,,,,,,
"Alabama","2021-02-16","636682","12.99","486206",,"149288","3.04","0.29678655","0.29770227483697953","0.23029077",,"0.570907","0.5670102896149627"
"Alabama","2021-02-17","650020","13.26","494424",,"154341","3.15","0.2602123","0.2604562955210872","0.19871402",,"0.50547206","0.5071770791231731"
"Alabama","2021-02-18","672038","13.71","505660",,"165104","3.37","0.23709905","0.23736462438149575","0.1725204",,"0.48694122","0.49115039184030196"
"Alabama","2021-02-19","739132","15.07","545431",,"192304","3.92","0.29419124","0.29356220556431056","0.21728694",,"0.5760169","0.5742972193951585"
"Alabama","2021-02-20","776936","15.85","560968",,"214512","4.37","0.2923969","0.29282221708562206","0.20113397",,"0.6125206","0.6125460832321337"
"Alabama","2021-02-21","788613","16.08","567505",,"219639","4.48","0.28804874","0.28742993784676174","0.19710374",,"0.60283005","0.6057347738614647"
"Alabama","2021-02-22","793614","16.19","583741",,"228101","4.65",,,,,,
"Alabama","2021-02-23","815108","16.62","593936",,"239425","4.88","0.28024352","0.27944579208879117","0.22157276",,"0.6037793","0.6052631955397756"
"Alabama","2021-02-24","839703","17.13","604602",,"253615","5.17","0.291811","0.2918551403293064","0.22284114",,"0.6432121","0.6412698654901414"
"Alabama","2021-02-25","864757","17.64","615100",,"268465","5.48","0.28676796","0.28665203425590335","0.21643007",,"0.6260357","0.6261127653037051"
"Alabama","2021-02-26","893859","18.23","627063",,"286095","5.83","0.20933604","0.20968809172105685","0.14966512",,"0.48772252","0.4872448784964425"
"Alabama","2021-02-27","931090","18.99","643208",,"307868","6.28","0.19841278","0.19810724108001043","0.1466037",,"0.43520176","0.437070986226167"
"Alabama","2021-02-28","942502","19.22","649745",,"313290","6.39","0.19513881","0.19527358913896098","0.14491498",,"0.426386","0.4263392559119632"
"Alabama","2021-03-01","948393","19.34","653309",,"316073","6.45","0.19503057","0.19456455544088258","0.11917615",,"0.38567126","0.38709673317529814"
"Alabama","2021-03-02","972161","19.83","663187",,"330046","6.73","0.1926775","0.19314078963333658","0.1165967",,"0.37849426","0.37909836456423895"
"Alabama","2021-03-03","1000031","20.4","674810",,"346841","7.07","0.19093418","0.19089314760830556","0.11612272",,"0.36758864","0.36750486879330313"
"Alabama","2021-03-04","1032171","21.05","688791",,"365456","7.45","0.1935966","0.19331061434583585","0.11980331",,"0.36127985","0.35948901628925833"
"Alabama","2021-03-05","1064578","21.71","704173",,"383078","7.81","0.19099092","0.1908940803331134","0.122970104",,"0.33898878","0.3396226316946038"
"Alabama","2021-03-06","1099697","22.43","721109",,"402061","8.2","0.18108559","0.18114798868750825","0.12111318",,"0.30595255","0.30573245370463953"
"Alabama","2021-03-07","1110132","22.64","727681",,"406723","8.3","0.17785645","0.17793961444580852","0.119948626",,"0.29823172","0.29890456819011946"
"Alabama","2021-03-08","1116676","22.77","732967",,"409937","8.36","0.17744017","0.1773526606909861","0.12193",,"0.2969694","0.296123977779418"
"Alabama","2021-03-09","1140984","23.27","747268",,"420083","8.57","0.17365742","0.1734745566194491","0.12678325",,"0.2728014","0.2734026292457976"
"Alabama","2021-03-10","1173820","23.94","768502",,"435018","8.87","0.17378366","0.17352943794400089","0.13884199",,"0.25422883","0.2545968720734204"
"Alabama","2021-03-11","1209802","24.67","790864",,"452746","9.23","0.17209458","0.1719715000614701","0.14819157",,"0.23885226","0.23892611305185607"
"Alabama","2021-03-12","1249205","25.48","816418",,"472325","9.63","0.17342746","0.17365267352539515","0.15939975",,"0.23297346","0.23303458571586666"
"Alabama","2021-03-13","1288242","26.27","841394",,"492755","10.05","0.1714518","0.17119930707818432","0.16680562",,"0.2255727","0.22560977935791016"
"Alabama","2021-03-14","1298612","26.49","849337",,"497653","10.15","0.16978157","0.1700529934239472","0.16718316",,"0.22356737","0.22289152030485204"
"Alabama","2021-03-15","1306419","26.64","854302",,"501344","10.22","0.1699177","0.16996044750322525","0.1655395",,"0.22297812","0.22248807021875705"
"Alabama","2021-03-16","1332298","27.17","871536",,"511869","10.44","0.16767454","0.16759776864176823","0.16629648",,"0.21849489","0.21820298487553091"
"Alabama","2021-03-17","1363987","27.82","893767",,"523649","10.68","0.16200697","0.1620718335348461","0.16299891",,"0.20374095","0.20405865898261366"
"Alabama","2021-03-18","1390066","28.35","912663",,"533375","10.88","0.14900291","0.1491690466748976","0.15400755",,"0.17808878","0.1787649094735555"
"Alabama","2021-03-19","1426696","29.1","937614",,"547257","11.16","0.14208317","0.1420722284721243","0.14844847",,"0.15864503","0.15887848882784095"
"Alabama","2021-03-20","1460782","29.79","960539",,"561254","11.45","0.1339345","0.1339931829283343","0.1416043",,"0.13901234","0.13930346360847135"
"Alabama","2021-03-21","1472666","30.03","968459",,"566632","11.56","0.13403082","0.1336353600092679","0.14025295",,"0.13860857","0.13891629749918222"
"Alabama","2021-03-22","1479271","30.17","972986",,"569127","11.61","0.1323098","0.1325075103713944","0.13892508",,"0.13520253","0.1360077941954252"
"Alabama","2021-03-23","1509445","30.78","994253",,"579598","11.82","0.13296354","0.1328671581393266","0.14080548",,"0.13231707","0.13218387881458038"
"Alabama","2021-03-24","1542416","31.46","1019858",,"589979","12.03","0.13081431","0.13084108858636423","0.14107811",,"0.12666881","0.12640446937932515"
"Alabama","2021-03-25","1579091","32.21","1048838",,"600666","12.25","0.13598275","0.13615517052813586","0.14920628",,"0.12616074","0.12591911764705865"
"Alabama","2021-03-26","1611404","32.86","1072623",,"611694","12.48","0.12946558","0.12920964296740767","0.14399207",,"0.1177454","0.11827952887422288"
"Alabama","2021-03-27","1645858","33.57","1098597",,"623385","12.71","0.12669647","0.12688820727842298","0.14372969",,"0.11070037","0.11004367145388416"
"Alabama","2021-03-28","1659102","33.84","1108253",,"628500","12.82","0.12659764","0.1268731319543086","0.14434683",,"0.10918546","0.10899651339309857"
"Alabama","2021-03-29","1666585","33.99","1113924",,"631388","12.88","0.1266259","0.12661589918683447","0.14485097",,"0.10939741","0.10938846808276637"
"Alabama","2021-03-30","1697641","34.62","1134739",,"643450","13.12","0.12467897","0.12475630058105147","0.14129806",,"0.11016595","0.10998306984425388"
"Alabama","2021-03-31","1728736","35.26","1155139",,"656899","13.4","0.120797515","0.12078824925407505","0.13264692",,"0.11342776","0.11388193005239189"
"Alabama","2021-04-01","1771979","36.14","1184284",,"673773","13.74","0.122151256","0.12201177862925916","0.12913907",,"0.12170994","0.1216326343769929"
"Alabama","2021-04-02","1813462","36.99","1211424",,"691082","14.09","0.12539256","0.12568477414688983","0.12940335",,"0.12978387","0.1290064224830041"
"Alabama","2021-04-03","1847243","37.67","1234131",,"705197","14.38","0.12235868","0.12213280217293154","0.12337005",,"0.13123834","0.1313926132526293"
"Alabama","2021-04-04","1858833","37.91","1242706",,"709849","14.48","0.12038505","0.12027186310319471","0.12131977",,"0.12943351","0.1294851437001816"
"Alabama","2021-04-05","1864857","38.03","1248029",,"711596","14.51","0.11896908","0.11885845187693067","0.1203897",,"0.12703443","0.12655281280138464"
"Alabama","2021-04-06","1896920","38.69","1267859",,"725270","14.79","0.117385864","0.1175620631631713","0.117313266",,"0.12715828","0.12728658245831004"
"Alabama","2021-04-07","1935221","39.47","1291487",,"744961","15.19","0.1194427","0.11939878674711091","0.11803603",,"0.13405716","0.13358205823755975"
"Alabama","2021-04-08","1976344","40.31","1317995",,"764450","15.59","0.11533153","0.11538465338381343","0.11290455",,"0.13458097","0.1346433881068334"
"Alabama","2021-04-09","2021334","41.22","1344658",,"788325","16.08","0.11462712","0.11435526414444785","0.1099813",,"0.14071119","0.1412349129670727"
"Alabama","2021-04-10","2065327","42.12","1371201",,"811323","16.55","0.11805916","0.11813111048273872","0.111065984",,"0.15049124","0.15090398032409924"
"Alabama","2021-04-11","2082605","42.47","1382951",,"819550","16.71","0.120383024","0.12028491745457992","0.11285448",,"0.15454137","0.15400546163485185"
"Alabama","2021-04-12","2092489","42.68","1389598",,"824052","16.81","0.122063994","0.12227189863728061","0.11343408",,"0.15803349","0.15851133466177703"
"Alabama","2021-04-13","2127317","43.39","1407463",,"844353","17.22","0.12145841","0.1214784024204818","0.110110044",,"0.16419125","0.16430015641342077"
"Alabama","2021-04-14","2168891","44.23","1426530",,"868550","17.71","0.1207459","0.12059791087500193","0.10456395",,"0.16589999","0.16589855723980618"
"Alabama","2021-04-15","2207392","45.02","1442051",,"893002","18.21","0.11690676","0.11684446682618876","0.094124794",,"0.1681627","0.16805638771473097"
"Alabama","2021-04-16","2245574","45.8","1459377",,"915654","18.67","0.11093664","0.11111109260214813","0.08531463",,"0.16151845","0.16106965648594196"
"Alabama","2021-04-17","2280686","46.51","1476162",,"935377","19.08","0.10427356","0.10422598104304859","0.07654679",,"0.15290332","0.1528700860245349"
"Alabama","2021-04-18","2292276","46.75","1481314",,"943129","19.24","0.10067725","0.10077701907228631","0.07112539",,"0.1507889","0.1514063298095849"
"Alabama","2021-04-19","2297563","46.86","1483779",,"946333","19.3","0.09800482","0.09793815863054278","0.06777573",,"0.14838994","0.1481260700214484"
"Alabama","2021-04-20","2327764","47.47","1494421",,"966251","19.71","0.09422529","0.09403091082514692","0.061783552",,"0.14436853","0.14459924996937623"
"Alabama","2021-04-21","2360527","48.14","1507116",,"987379","20.14","0.08835673","0.08840152361854936","0.056490898",,"0.13681304","0.1372105810078168"
"Alabama","2021-04-22","2394304","48.83","1518928",,"1010415","20.61","0.08467543","0.08462909442591471","0.05331087",,"0.13148117","0.13179575015659317"
"Alabama","2021-04-23","2429629","49.55","1531741",,"1033996","21.09","0.08196342","0.08187771259957533","0.04958558",,"0.12924314","0.1296197189388264"
"Alabama","2021-04-24","2461510","50.2","1543544",,"1054863","21.51","0.07928491","0.07933779322596113","0.045646787",,"0.12774098","0.12735850256194126"
"Alabama","2021-04-25","2471409","50.4","1546659",,"1062524","21.67","0.07814634","0.07807489894928143","0.04411292",,"0.12659454","0.12629938026475807"
"Alabama","2021-04-26","2478227","50.54","1549782",,"1066659","21.75","0.07863283","0.07853181637915796","0.044483066",,"0.1271497","0.12694300518134716"
"Alabama","2021-04-27","2499694","50.98","1558652",,"1079815","22.02","0.073860526","0.07394142705364071","0.04298055",,"0.117530584","0.11719941439693926"
"Alabama","2021-04-28","2527815","51.55","1568315",,"1098820","22.41","0.07086897","0.07083504854716538","0.040606737",,"0.11286545","0.11271101526375915"
"Alabama","2021-04-29","2559938","52.21","1579093",,"1121348","22.87","0.06917834","0.06921972321262859","0.039610147",,"0.10978949","0.1096555477551382"
"Alabama","2021-04-30","2591163","52.85","1589518",,"1143488","23.32","0.06648505","0.06659936375622788","0.037719846",,"0.10589206","0.10573730179346708"
"Alabama","2021-05-01","2617405","53.38","1599130",,"1161725","23.69","0.063333035","0.0633466348230125","0.036011934",,"0.10130417","0.10134823496316203"
"Alabama","2021-05-02","2622717","53.49","1601433",,"1165479","23.77","0.061223388","0.061309557112436464","0.035414457",,"0.09689665","0.096908189098462"
"Alabama","2021-05-03","2627322","53.58","1603454",,"1168235","23.83","0.06016195","0.06015041216966144","0.034631968",,"0.095228195","0.09563218040027843"
"Alabama","2021-05-04","2644674","53.94","1609919",,"1179793","24.06","0.057999134","0.05806195815435444","0.03289187",,"0.09258807","0.09264302751781939"
"Alabama","2021-05-05","2670926","54.47","1618791",,"1199064","24.45","0.05661452","0.05664405859753896","0.03218484",,"0.09122872","0.09103082387056904"
"Alabama","2021-05-06","2673181","54.52","1619783",,"1201303","24.5","0.04423666","0.04424440639271543","0.025767922",,"0.07130253","0.07127240926978562"
"Alabama","2021-05-07","2726356","55.6","1636710",,"1240335","25.3","0.052174687","0.05203402978469418","0.02968955",,"0.084694386","0.08490562766125853"
"Alabama","2021-05-08","2758021","56.25","1649688",,"1263965","25.78","0.053723454","0.05376545522667664","0.031615973",,"0.08800709","0.08822290783645026"
"Alabama","2021-05-09","2768204","56.46","1654267",,"1270858","25.92","0.055471897","0.055524379967707205","0.032991648",,"0.09041691","0.09045015045409954"
"Alabama","2021-05-10","2773615","56.57","1657672",,"1273670","25.98","0.055681467","0.055804398932889576","0.03381324",,"0.090251565","0.09022238951893957"
"Alabama","2021-05-11","2773902","56.57","1658191",,"1273999","25.98","0.04886353","0.04875787346726401","0.029984117",,"0.0798496","0.07980047972719584"
"Alabama","2021-05-12","2791631","56.94","1664353",,"1286565","26.24","0.04519224","0.045346036840627546","0.02814567",,"0.07297444","0.07321062458561012"
"Alabama","2021-05-13","2831853","57.76","1678119",,"1314534","26.81","0.059357047","0.059427702155781414","0.036014676",,"0.09425688","0.09428569248744423"
"Alabama","2021-05-14","2859591","58.32","1687875",,"1334176","27.21","0.048869252","0.04892085782057953","0.031260848",,"0.075657845","0.07549403495939355"
"Alabama","2021-05-15","2881314","58.76","1697289",,"1348023","27.49","0.044703484","0.04462219238281251","0.02885449",,"0.066503406","0.06633047987269824"
"Alabama","2021-05-16","2886106","58.86","1699751",,"1350643","27.55","0.04259157","0.042507981054756616","0.027494907",,"0.06278038","0.06288577303474319"
"Alabama","2021-05-17","2886153","58.86","1699915",,"1350830","27.55","0.04057443","0.040480831012048135","0.02548337",,"0.06058085","0.06043107148039062"
"Alabama","2021-05-18","2905553","59.26","1709333",,"1362380","27.79","0.047460556","0.047551676180541014","0.030842066",,"0.06937289","0.06966901137518633"
"Alabama","2021-05-19","2906102","59.27","1709761",,"1362834","27.79","0.041005015","0.040920274987068295","0.027282715",,"0.05928111","0.059070156841743326"
"Alabama","2021-05-20","2939161","59.94","1725694",,"1382327","28.19","0.037893176","0.037742358495654216","0.028350234",,"0.051571846","0.05147335076678927"
"Alabama","2021-05-21","2945488","60.07","1727437",,"1387356","28.29","0.030038238","0.030006853477781537","0.02343893",,"0.03985977","0.039691323613647356"
"Alabama","2021-05-22","2962661","60.42","1736645",,"1396990","28.49","0.028232574","0.02825047938981129","0.023187518",,"0.036325097","0.036376855988292656"
"Alabama","2021-05-23","2981931","60.82","1746820",,"1407769","28.71","0.03320217","0.03329934921549804","0.027691722",,"0.042295456","0.04210522992641219"
"Alabama","2021-05-24","2982081","60.82","1747012",,"1407917","28.71","0.033237338","0.03329934921549804","0.02770555",,"0.042260647","0.04210522992641219"
"Alabama","2021-05-25","2996346","61.11","1754294",,"1415771","28.87","0.031248093","0.03121837007005679","0.026303291",,"0.039189458","0.03886293052297218"
"Alabama","2021-05-26","3002607","61.24","1757607",,"1419599","28.95","0.033207655","0.03323775398121809","0.027984023",,"0.041652203","0.04174166113492106"
"Alabama","2021-05-27","3007387","61.34","1758850",,"1423605","29.03","0.02321279","0.023356692569033832","0.01921308",,"0.029861212","0.029797824996293132"
"Alabama","2021-05-28","3016803","61.53","1763553",,"1429238","29.15","0.024211645","0.024304957204875466","0.020907283",,"0.030188322","0.030399420944866584"
"Alabama","2021-05-29","3020540","61.6","1765515",,"1431669","29.2","0.019536138","0.01952993171335793","0.016623974",,"0.024824142","0.024921051700226515"
"Alabama","2021-05-30","3021454","61.62","1766055",,"1432446","29.21","0.013254166","0.013153550343386389","0.011011481",,"0.01752913","0.01741550276811754"
"Alabama","2021-05-31",,,,,,,,,,,,
"Alabama","2021-06-01","3022276","61.64","1766784",,"1433267","29.23","0.008653879","0.0086728749737921","0.0071196556",,"0.01235795","0.012469675865477203"
"Alabama","2021-06-02","3025283","61.7","1768055",,"1435324","29.27","0.007552147","0.007511442895810738","0.0059444904",,"0.011077046","0.01105355639943606"
"Alabama","2021-06-03","3025695","61.71","1768288",,"1435719","29.28","0.006087661","0.006031938123127745","0.0053659678",,"0.0085093975","0.008611804569256254"
"Alabama","2021-06-04","3032765","61.85","1771964",,"1440101","29.37","0.005290985","0.00520069029938397","0.0047693253",,"0.007600546","0.00754719860148878"
"Alabama","2021-06-05","3032931","61.86","1772245",,"1440289","29.37","0.00410223","0.004220789129083746","0.0038119555",,"0.0060209036","0.005821946549088963"
"Alabama","2021-06-06","3035058","61.9","1773379",,"1441834","29.41","0.0045024157","0.004544003990245127","0.0041470528",,"0.006553769","0.006846964991855886"
"Alabama","2021-06-07","3036419","61.93","1774139",,"1442775","29.43",,,,,,
"Alabama","2021-06-08","3036833","61.94","1774535",,"1443230","29.43","0.004816532","0.004866947221106255","0.004387021",,"0.006951213","0.006842295763796802"
"Alabama","2021-06-09","3040485","62.01","1776278",,"1445608","29.48","0.005025029","0.0050242839794683025","0.004650831",,"0.007164955","0.007174565843400371"
"Alabama","2021-06-10","3064250","62.5","1787017",,"1460230","29.78","0.012742519","0.012801814940852418","0.010591626",,"0.01707232","0.017076526183248175"
"Alabama","2021-06-11","3078445","62.78","1793119",,"1468898","29.96","0.015062213","0.015036358598170985","0.011938691",,"0.019996524","0.020088494534308943"
"Alabama","2021-06-12","3105159","63.33","1805486",,"1485108","30.29","0.023814559","0.023763366166419164","0.01875639",,"0.031118035","0.031324511934877286"
"Alabama","2021-06-13","3114649","63.52","1810074",,"1490848","30.41","0.026223898","0.026171251337054446","0.02069211",,"0.033994198","0.034002034934107694"
"Alabama","2021-06-14","3128112","63.8","1815885",,"1499941","30.59","0.03019774","0.030195369563386754","0.023530245",,"0.039622307","0.03941556753611586"
"Alabama","2021-06-15","3129657","63.83","1816769",,"1501171","30.62","0.030566096","0.03051342962632697","0.023800015",,"0.04014671","0.040434958859442593"
"Alabama","2021-06-16","3141802","64.08","1822146",,"1508504","30.77","0.033322692","0.03338174215537326","0.02582252",,"0.04350829","0.0437584958535846"
"Alabama","2021-06-17","3253283","66.35","1898131",,"1546119","31.53","0.061689854","0.06159997558593755","0.062178493",,"0.058818817","0.058764294380305726"
"Alabama","2021-06-18","3254330","66.37","1898704",,"1546983","31.55","0.05713439","0.05718386025138633","0.05888343",,"0.05315888","0.053070735549417325"
"Alabama","2021-06-19","3275273","66.8","1909005",,"1558881","31.79","0.054784298","0.05479240568068544","0.057335854",,"0.049675226","0.04952132438188661"
"Alabama","2021-06-20","3282193","66.94","1913032",,"1562192","31.86","0.05379224","0.0538413482589144","0.056880593",,"0.047854662","0.047681703727443736"
"Alabama","2021-06-21","3285448","67.01","1915122",,"1563573","31.89","0.05029738","0.05031351310706067","0.054649353",,"0.04242301","0.04249752826572206"
"Alabama","2021-06-22","3291351","67.13","1918334",,"1566908","31.96","0.051665068","0.0516997846375995","0.05590415",,"0.04379046","0.043762216997800696"
"Alabama","2021-06-23","3298895","67.28","1922707",,"1570452","32.03","0.050000906","0.04993755897779151","0.05518818",,"0.041065812","0.04094893660373344"
"Alabama","2021-06-24","3308713","67.48","1928656",,"1574676","32.12","0.017038226","0.017030947353935177","0.016081572",,"0.018470168","0.01871230358023368"
"Alabama","2021-06-25","3308961","67.49","1928903",,"1574934","32.12","0.016787171","0.016875061982364326","0.015905023",,"0.018068075","0.01806652715958057"
"Alabama","2021-06-26","3317156","67.65","1933773",,"1578780","32.2","0.0127875805","0.012724573740702239","0.012974262",,"0.012764931","0.012897161463965245"
"Alabama","2021-06-27","3330128","67.92","1941681",,"1584456","32.31","0.0146045685","0.014639948744328057","0.014975667",,"0.014251828","0.014124336889234756"
"Alabama","2021-06-28","3341617","68.15","1948135",,"1590001","32.43","0.017096281","0.017012408981926574","0.01723802",,"0.016902328","0.01693321747180243"
"Alabama","2021-06-29","3349904","68.32","1953410",,"1594040","32.51","0.01778996","0.017726794202654883","0.01828456",,"0.017315626","0.017208958746345537"
"Alabama","2021-06-30","3350607","68.34","1954166",,"1594625","32.52","0.015675545","0.015754999076852405","0.016361833",,"0.015392423","0.015298172268612964"
"Alabama","2021-07-01","3365396","68.64","1962745",,"1601802","32.67","0.017131448","0.01719026955614167","0.017675042",,"0.017226458","0.017123230664549016"
"Alabama","2021-07-02","3365623","68.64","1962952",,"1602022","32.67","0.017123818","0.017039552372920985","0.017652035",,"0.017199397","0.017123230664549016"
"Alabama","2021-07-03","3381996","68.98","1969834",,"1612803","32.89","0.019546866","0.01966006440404411","0.018648028",,"0.021550179","0.021428552473553797"
"Alabama","2021-07-04","3382042","68.98","1969971",,"1612913","32.9","0.015589237","0.015606645420105814","0.014569879",,"0.017960072","0.018260647659514184"
"Alabama","2021-07-05",,,,,,,,,,,,
"Alabama","2021-07-06","3392366","69.19","1976343",,"1617584","32.99","0.012675643","0.012734227772339901","0.011739969",,"0.014770031","0.014764739417619133"
"Alabama","2021-07-07","3396338","69.27","1978951",,"1619647","33.03","0.013648629","0.013608379324939968","0.012683153",,"0.015691519","0.015682619289571598"
"Alabama","2021-07-08","3402487","69.39","1982250",,"1623114","33.1","0.011021256","0.010926564534505134","0.009937644",,"0.013305068","0.01316187554701842"
"Alabama","2021-07-09","3408591","69.52","1985582",,"1626323","33.17","0.012766719","0.012820463914137603","0.011528611",,"0.015168905","0.01530450471213074"
"Alabama","2021-07-10","3414916","69.65","1988956",,"1629745","33.24","0.009733915","0.009712982398940362","0.009707451",,"0.010504723","0.010641583413402156"
"Alabama","2021-07-11","3422016","69.79","1992957",,"1633408","33.31","0.011819482","0.011742547340205078","0.011668205",,"0.012706876","0.012462047820395616"
"Alabama","2021-07-12","3422020","69.79","1993099",,"1633505","33.32",,,,,,
"Alabama","2021-07-13","3434360","70.04","2000752",,"1638866","33.42","0.012378931","0.012285025517088322","0.012350559",,"0.013156652","0.013034197300554995"
"Alabama","2021-07-14","3434499","70.05","2000914",,"1639032","33.43","0.011235952","0.011260329894006382","0.011098266",,"0.011968613","0.012110212085249206"
"Alabama","2021-07-15","3448153","70.32","2009200",,"1645083","33.55","0.013421416","0.013402503167952329","0.0135957",,"0.013535142","0.013595143113611652"
"Alabama","2021-07-16","3455086","70.47","2013559",,"1647995","33.61","0.013640523","0.013665149895039308","0.014090061",,"0.01332581","0.013265016893324155"
"Alabama","2021-07-17","3455278","70.47","2013853",,"1648172","33.61","0.011819363","0.01177316899789127","0.012517571",,"0.0113066435","0.01113118563031179"
"Alabama","2021-07-18","3462968","70.63","2018807",,"1651404","33.68","0.011967182","0.01203606897002385","0.012970686",,"0.011017442","0.011107784604496462"
"Alabama","2021-07-19","3468625","70.74","2022782",,"1653604","33.73","0.0136191845","0.013612234758124675","0.014892936",,"0.012304187","0.012304908230381884"
"Alabama","2021-07-20","3471361","70.8","2024953",,"1654644","33.75","0.010773778","0.010850985890316966","0.012095928",,"0.009627342","0.009874326750448859"
"Alabama","2021-07-21","3485659","71.09","2034814",,"1659775","33.85","0.014895916","0.014846485908502904","0.016942263",,"0.012655616","0.012563520015587581"
"Alabama","2021-07-22","3494632","71.27","2041288",,"1662812","33.91","0.013479352","0.013509622341672634","0.015970588",,"0.010776997","0.01073024880512996"
"Alabama","2021-07-23","3494892","71.28","2041597",,"1663031","33.92","0.011520982","0.011494235551254173","0.013924599",,"0.009123802","0.009223390923692731"
"Alabama","2021-07-24","3504304","71.47","2048890",,"1665751","33.97","0.0141887665","0.014190452968683598","0.017398",,"0.010665774","0.010711134207174178"
"Alabama","2021-07-25","3516558","71.72","2058672",,"1668818","34.04","0.015475154","0.01543255303274993","0.01974678",,"0.010545015","0.010688863287628969"
"Alabama","2021-07-26","3527448","71.94","2067533",,"1671098","34.08","0.016958594","0.01696356292629697","0.022123456",,"0.010579348","0.010376573704556469"
"Alabama","2021-07-27","3534356","72.08","2073358",,"1672423","34.11","0.018147111","0.01807912190755223","0.023904204",,"0.010744929","0.010666684751157396"
"Alabama","2021-07-28","3557652","72.56","2092767",,"1677048","34.2","0.020654082","0.020677979442871752","0.028480768",,"0.010406852","0.010339756659954347"
