"state","date","total_vaccinations","total_vaccinations_per_hundred","people_vaccinated","people_vaccinated_per_hundred","people_fully_vaccinated","people_fully_vaccinated_per_hundred","total_vaccinations_weekly_change","total_vaccinations_per_hundred_weekly_change","people_vaccinated_weekly_change","people_vaccinated_per_hundred_weekly_change","people_fully_vaccinated_weekly_change","people_fully_vaccinated_per_hundred_weekly_change"
"Minnesota","2021-05-14","4887255","86.66","2837045",,"2285389","40.52","0.06768513","0.06763587116064285","0.036687255",,"0.10593486","0.10589520900010019"
"Minnesota","2021-05-15","4934166","87.49","2857017",,"2314759","41.04","0.055368185","0.05536788737960818","0.030383706",,"0.0860188","0.08600161194832867"
"Minnesota","2021-05-16","4983777","88.37","2876356",,"2346132","41.6","0.05544889","0.05541625160136188","0.031599045",,"0.08391309","0.08389782371342092"
"Minnesota","2021-05-17","5010207","88.84","2886623",,"2362139","41.88","0.054020643","0.053980262639584886","0.031381726",,"0.079794526","0.07965973364566215"
"Minnesota","2021-05-18","5025463","89.11","2893450",,"2370898","42.04","0.05242169","0.05243888756763382","0.03117156",,"0.07591736","0.0760174280913064"
"Minnesota","2021-05-19","5056044","89.65","2904156",,"2391511","42.41","0.051727414","0.0517362919507145","0.031387806",,"0.07392323","0.07394276645763753"
"Minnesota","2021-05-20","5102426","90.47","2925164",,"2417991","42.87","0.052484512","0.052466277579142906","0.03472483",,"0.072275996","0.07201797779156704"
"Minnesota","2021-05-21","5147830","91.28","2946856",,"2442788","43.31","0.05331731","0.053311779128743186","0.038706064",,"0.068871856","0.06885492036749774"
"Minnesota","2021-05-22","5209667","92.38","2976790",,"2476452","43.91","0.055835366","0.055892070561412543","0.04192245",,"0.06985307","0.06993177016111374"
"Minnesota","2021-05-23","5245072","93.0","2992058",,"2497666","44.29","0.05242908","0.05239334615819846","0.04022515",,"0.064588904","0.06466348354633045"
"Minnesota","2021-05-24","5270049","93.45","3003028",,"2512484","44.55","0.05186248","0.05189100572087102","0.04032564",,"0.063647866","0.06375356344461669"
"Minnesota","2021-05-25","5280207","93.63","3008018",,"2518108","44.65","0.05069065","0.050723793664212424","0.039595604",,"0.062090397","0.06208376607704347"
"Minnesota","2021-05-26","5299096","93.96","3015856",,"2529780","44.86","0.048071623","0.04807584031759782","0.038462162",,"0.057816625","0.057769408402536415"
"Minnesota","2021-05-27","5331457","94.54","3030092",,"2548636","45.19","0.04488671","0.04498729872363594","0.03587079",,"0.05403042","0.05411706617002543"
"Minnesota","2021-05-28","5360493","95.05","3042696",,"2566266","45.5","0.041311145","0.04130152335405146","0.032522798",,"0.050547957","0.05056568921727078"
"Minnesota","2021-05-29","5387405","95.53","3054435",,"2582634","45.79","0.034116983","0.03409827645915642","0.02608347",,"0.04287672","0.04281486940394785"
"Minnesota","2021-05-30","5410215","95.93","3064789",,"2596008","46.03","0.03148532","0.031505379625546004","0.024307966",,"0.039373517","0.039286493097694164"
"Minnesota","2021-05-31",,,,,,,,,,,,
"Minnesota","2021-06-01","5426087","96.21","3072620",,"2604793","46.19","0.027627707","0.027555260968414652","0.021476626",,"0.034424663","0.03449045076615875"
"Minnesota","2021-06-02","5429911","96.28","3074571",,"2606893","46.22","0.024686337","0.024691345032959555","0.019468784",,"0.030482054","0.03031656755914236"
"Minnesota","2021-06-03","5443328","96.52","3079253",,"2615971","46.39","0.02098322","0.0209434804639983","0.016224265",,"0.026419997","0.026554533959912474"
"Minnesota","2021-06-04","5461633","96.84","3087007",,"2627328","46.59","0.018867612","0.01883215505408331","0.014563084",,"0.023794055","0.023956047309623862"
"Minnesota","2021-06-05","5483175","97.23","3095970",,"2640216","46.82","0.017776608","0.017795492064624607","0.013598204",,"0.022295833","0.022493987657222547"
"Minnesota","2021-06-06","5504994","97.61","3103789",,"2655177","47.08","0.01751852","0.01751277609039459","0.012725234",,"0.02279234","0.022811249859975735"
"Minnesota","2021-06-07","5524077","97.95","3110259",,"2668390","47.31",,,,,,
"Minnesota","2021-06-08","5532229","98.1","3112516",,"2674482","47.42","0.01956141","0.019644511736005565","0.012984395",,"0.02675414","0.0266291008648043"
"Minnesota","2021-06-09","5549044","98.39","3118140",,"2685981","47.63","0.021940112","0.021915240856340112","0.014170766",,"0.030338049","0.030506297449485853"
"Minnesota","2021-06-10","5571881","98.8","3124967",,"2702368","47.92","0.023616672","0.023622078861974982","0.014845848",,"0.033026695","0.03298120648728853"
"Minnesota","2021-06-11","5571921","98.8","3125093",,"2702551","47.92","0.02019322","0.020239601938845553","0.012337565",,"0.028630972","0.02854685917461497"
"Minnesota","2021-06-12","5597912","99.26","3132386",,"2721966","48.26","0.020925283","0.020878351704519904","0.011762381",,"0.03096342","0.03075605129289194"
"Minnesota","2021-06-13","5620799","99.67","3138246",,"2739422","48.57","0.021036386","0.02110437628260753","0.0111016035",,"0.031728625","0.03164825180170383"
"Minnesota","2021-06-14","5642194","100.05","3144254",,"2755620","48.86","0.021382213","0.021439541110340077","0.010929942",,"0.032690167","0.0327626423663403"
"Minnesota","2021-06-15","5655689","100.28","3147316",,"2766393","49.05","0.022316456","0.022222209778765434","0.011180639",,"0.034365892","0.034373665901740624"
"Minnesota","2021-06-16","5674739","100.62","3152883",,"2780354","49.3","0.022651672","0.02266493288527327","0.011142254",,"0.03513539","0.035061919736731895"
"Minnesota","2021-06-17","5695478","100.99","3159057",,"2795379","49.57","0.022182226","0.022165970281068148","0.010908961",,"0.034418344","0.03443238094374412"
"Minnesota","2021-06-18","5712582","101.29","3164026",,"2807936","49.79","0.025244594","0.02520243841626879","0.012458205",,"0.03899467","0.039023391392473794"
"Minnesota","2021-06-19","5732364","101.64","3170566",,"2821578","50.03","0.024018288","0.02397742685521287","0.012188792",,"0.036595583","0.03667631121626358"
"Minnesota","2021-06-20","5745097","101.87","3174507",,"2830678","50.19","0.02211392","0.022072867929989304","0.011554599",,"0.033312082","0.03335389389971133"
"Minnesota","2021-06-21","5754966","102.05","3177946",,"2837275","50.31","0.019987226","0.01999003549982814","0.010715365",,"0.02963221","0.029676655204482483"
"Minnesota","2021-06-22","5758295","102.1","3179283",,"2839353","50.35","0.018142104","0.018149167073405303","0.01015687",,"0.026373744","0.026503536679329143"
"Minnesota","2021-06-23","5765654","102.23","3182430",,"2843767","50.42","0.016021013","0.016000828433051062","0.0093714",,"0.022807479","0.02271801559726816"
"Minnesota","2021-06-24","5775732","102.41","3186843",,"2849697","50.53","0.014090776","0.01406083436092076","0.008795619",,"0.019431353","0.01936652772436709"
"Minnesota","2021-06-25","5787557","102.62","3191494",,"2857231","50.66","0.013124585","0.013130642181676588","0.008681297",,"0.017555594","0.017473385165939215"
"Minnesota","2021-06-26","5801910","102.88","3196664",,"2866834","50.83","0.012132168","0.012199894268181577","0.008231282",,"0.016039252","0.015990442355680257"
"Minnesota","2021-06-27","5816731","103.14","3200869",,"2877875","51.03","0.012468696","0.0124668635481342","0.008304238",,"0.016673446","0.016736377351999954"
"Minnesota","2021-06-28","5833184","103.43","3204101",,"2891511","51.27","0.013591409","0.013522785939988013","0.008230209",,"0.019115567","0.019081702599158534"
"Minnesota","2021-06-29","5835259","103.47","3205009",,"2892831","51.29","0.013365746","0.013418229389844605","0.008091807",,"0.01883459","0.01866933297968898"
"Minnesota","2021-06-30","5867176","104.03","3212409",,"2920597","51.79","0.017608047","0.017607344021293825","0.0094201565",,"0.027016997","0.027171775397210274"
"Minnesota","2021-07-01","5884070","104.33","3218732",,"2931705","51.98","0.018757463","0.018748187003756467","0.010006428",,"0.028777838","0.028695815203568786"
"Minnesota","2021-07-02","5893800","104.51","3222792",,"2937639","52.09","0.018357158","0.018417483299848714","0.009806633",,"0.028141975","0.028227401353886572"
"Minnesota","2021-07-03","5902826","104.67","3226604",,"2943057","52.19","0.017393589","0.017398893555067296","0.009366035",,"0.026587844","0.026755825825476753"
"Minnesota","2021-07-04","5910386","104.8","3229905",,"2947355","52.26","0.016101003","0.016094658248573035","0.009071231",,"0.024142861","0.024103435656147365"
"Minnesota","2021-07-05",,,,,,,,,,,,
"Minnesota","2021-07-06","5916423","104.91","3232659",,"2950723","52.32","0.013909221","0.01391711280670127","0.008627176",,"0.02001226","0.020081881357461917"
"Minnesota","2021-07-07","5918375","104.94","3233557",,"2951902","52.34","0.008726358","0.008747500157706867","0.006583214",,"0.010718703","0.010619813720561755"
"Minnesota","2021-07-08","5927284","105.1","3237137",,"2957242","52.44","0.007344246","0.0073804128641914435","0.005718112",,"0.008710623","0.00884953110252007"
"Minnesota","2021-07-09","5935612","105.25","3240763",,"2962377","52.53","0.007094264","0.007080662137594507","0.005576253",,"0.008421063","0.008446895359893958"
"Minnesota","2021-07-10","5944447","105.4","3244644",,"2967470","52.62","0.007050991","0.006974314759519595","0.005591035",,"0.008295059","0.008239105803502067"
"Minnesota","2021-07-11","5952404","105.55","3248213",,"2972095","52.7","0.007109165","0.007156517669444806","0.0056682825",,"0.008394003","0.008419455854180136"
"Minnesota","2021-07-12","5955717","105.6","3249725",,"2973968","52.73",,,,,,
"Minnesota","2021-07-13","5957434","105.64","3250529",,"2974947","52.75","0.0069316626","0.006958339430449323","0.005527973",,"0.008209467","0.00821865443425085"
"Minnesota","2021-07-14","5963344","105.74","3253299",,"2978112","52.81","0.0075981617","0.007623383493134517","0.0061053038",,"0.0088790655","0.008979774040714705"
"Minnesota","2021-07-15","5971070","105.88","3256799",,"2982412","52.88","0.0073871613","0.00742147719712638","0.0060738325",,"0.008511305","0.008390561939649821"
"Minnesota","2021-07-16","5979756","106.03","3260891",,"2987234","52.97","0.00743711","0.007410914767666199","0.006210923",,"0.0083909035","0.008376189238589848"
"Minnesota","2021-07-17","5987431","106.17","3264519",,"2991453","53.04","0.007230997","0.007305485473864337","0.00612545",,"0.008081913","0.00798177338516437"
"Minnesota","2021-07-18","5994362","106.29","3267912",,"2995125","53.11","0.0070489645","0.00701090398415305","0.006064534",,"0.007748723","0.007779897729631058"
"Minnesota","2021-07-19","5997574","106.35","3269581",,"2996728","53.14","0.0070279837","0.007102258277661866","0.006110072",,"0.007653117","0.007775448314971456"
"Minnesota","2021-07-20","5999646","106.38","3270798",,"2997756","53.16","0.0070855618","0.007004896378435932","0.0062355995",,"0.0076670647","0.007772508955679713"
"Minnesota","2021-07-21","6006009","106.5","3274036",,"3001001","53.21","0.007154584","0.007187440892755914","0.0063741207",,"0.0076857805","0.0075743057086281596"
"Minnesota","2021-07-22","6014134","106.64","3278289",,"3004997","53.28","0.007212162","0.0071779315229358875","0.0065984726",,"0.00757277","0.007564273436022617"
"Minnesota","2021-07-23","6022687","106.79","3283071",,"3008986","53.35","0.0071793795","0.007167791337615137","0.0068018436",,"0.007281661","0.007173843196546903"
"Minnesota","2021-07-24","6031253","106.94","3288107",,"3012978","53.43","0.0073189735","0.007252542539382567","0.0072255135",,"0.0071954727","0.007352946930161863"
"Minnesota","2021-07-25","6038257","107.07","3292394",,"3015996","53.48","0.007322669","0.007338410902476333","0.0074915886",,"0.006968379","0.0069666643237871195"
"Minnesota","2021-07-26","6043277","107.16","3295527",,"3017967","53.51","0.0076202154","0.007616395506435225","0.007935524",,"0.00708735","0.006962708346503588"
"Minnesota","2021-07-27","6045637","107.2","3297076",,"3018893","53.53","0.007665634","0.007708187142716705","0.00803411",,"0.007050991","0.006960097428458933"
"Minnesota","2021-07-28","6051371","107.3","3300815",,"3021006","53.57","0.007552743","0.007511765744204757","0.008179188",,"0.0066660643","0.006765639820037972"
"Minnesota","2021-07-29","6063107","107.51","3307804",,"3025760","53.65","0.008142948","0.008158309604561875","0.009003162",,"0.0069094896","0.006944473083312808"
"Minnesota","2021-07-30","6072947","107.68","3314049",,"3029752","53.72","0.008345127","0.008334116538774916","0.009435654",,"0.0069013834","0.006935355589561931"
"Minnesota","2021-07-31","6082721","107.86","3320251",,"3033637","53.79","0.008533597","0.008602960635417656","0.009775877",,"0.00685668","0.006737804894765942"
"Minnesota","2021-08-01","6093791","108.05","3327267",,"3037935","53.87","0.009196997","0.009152919134751247","0.010591984",,"0.00727427","0.0072924258018842725"
"Minnesota","2021-08-02","6099571","108.16","3331144",,"3039890","53.9","0.009315133","0.009331874413114782","0.010807633",,"0.0072641373","0.0072883858321604045"
"Minnesota","2021-08-03","6102310","108.2","3333060",,"3040861","53.92","0.009374142","0.009328329741065122","0.010913968",,"0.0072768927","0.007285600017659544"
"Minnesota","2021-08-04","6110306","108.35","3338212",,"3043718","53.97","0.009739161","0.0097856334960027","0.011329651",,"0.007518053","0.007466888570153429"
"Minnesota","2021-08-05","6120621","108.53","3345302",,"3047240","54.03","0.009485841","0.00948747818153528","0.011336207",,"0.0070990324","0.007082922260892355"
"Minnesota","2021-08-06","6132262","108.74","3353458",,"3051003","54.1","0.0097670555","0.00984396233069762","0.011891484",,"0.0070141554","0.007073687157875819"
"Minnesota","2021-08-07","6144370","108.95","3362016",,"3055111","54.17","0.010135055","0.010105664270741554","0.012578845",,"0.0070786476","0.007064476091193761"
"Minnesota","2021-08-08","6155624","109.15","3369855",,"3058921","54.24","0.010146856","0.010180486125672461","0.01279974",,"0.00690794","0.006868418014976729"
"Minnesota","2021-08-09","6162496","109.27","3374676",,"3061029","54.28","0.010316253","0.010262542927758966","0.013068199",,"0.0069538355","0.0070500701168252355"
"Minnesota","2021-08-10","6166743","109.35","3377759",,"3062274","54.3","0.010558844","0.010628451701673702","0.013410807",,"0.007041812","0.007047463595336589"
"Minnesota","2021-08-11","6175256","109.5","3383082",,"3065638","54.36","0.010629535","0.010613751730503163","0.013441324",,"0.0072016716","0.007226248107310873"
"Minnesota","2021-08-12","6184115","109.65","3388867",,"3068967","54.42","0.010373831","0.010319741323863596","0.01302278",,"0.007130027","0.007218178214793758"
"Minnesota","2021-08-13","6194534","109.84","3395736",,"3073003","54.49","0.010154843","0.010115839046263009","0.012607336",,"0.0072107315","0.007208903483674645"
"Minnesota","2021-08-14","6206189","110.05","3403515",,"3077482","54.57","0.010061026","0.010096402494335077","0.012343526",,"0.0073224306","0.007384155341041421"
"Minnesota","2021-08-15","6206265","110.05","3403706",,"3077575","54.57","0.008226752","0.00824556162856438","0.01004529",,"0.0060982704","0.006084065170063102"
"Minnesota","2021-08-16","6225479","110.39","3416497",,"3084154","54.69","0.010220408","0.010249834260533053","0.01239264",,"0.0075546503","0.007553401376362956"
"Minnesota","2021-08-17","6230251","110.47","3419520",,"3084927","54.7","0.0102984905","0.010242352269804522","0.012363553",,"0.0073974133","0.0073664965550543915"
"Minnesota","2021-08-18","6240273","110.65","3425377",,"3088679","54.77","0.010528684","0.01050229703998995","0.012501955",,"0.0075159073","0.007542318943408288"
"Minnesota","2021-08-19","6251995","110.86","3431084",,"3093823","54.86","0.010976553","0.01103511728546791","0.012457609",,"0.008099198","0.008085273986614405"
"Minnesota","2021-08-20","6264772","111.08","3437130",,"3099185","54.95","0.011338711","0.011289164521619544","0.012189984",,"0.008520007","0.008441929949338345"
"Minnesota","2021-08-21","6278356","111.33","3443415",,"3104810","55.05","0.01162827","0.011631093421669236","0.011723161",,"0.008880019","0.00879602780026656"
"Minnesota","2021-08-22","6290806","111.55","3449072",,"3110118","55.15","0.013621926","0.013630195836054737","0.013328433",,"0.010574222","0.010628578447478665"
"Minnesota","2021-08-23","6298364","111.68","3452494",,"3113336","55.2","0.011707544","0.011685843873319834","0.010536194",,"0.00946188","0.009325301937090025"
"Minnesota","2021-08-24","6302512","111.75","3454552",,"3115109","55.24","0.011598468","0.011586856160043402","0.010244727",,"0.009783745","0.009872059935407629"
"Minnesota","2021-08-25","6312075","111.92","3458784",,"3119548","55.31","0.0115062","0.011477615625352877","0.00975275",,"0.009994268","0.009859437160690376"
"Minnesota","2021-08-26","6325842","112.17","3464078",,"3126119","55.43","0.011811733","0.011816689238186129","0.009616256",,"0.010438919","0.010390089412609882"
"Minnesota","2021-08-27","6339392","112.41","3469300",,"3132409","55.54","0.011911035","0.011973385506926393","0.009359598",,"0.010720253","0.010737050328068154"
"Minnesota","2021-08-28","6354038","112.67","3474987",,"3139261","55.66","0.012054443","0.01203627206454061","0.009168863",,"0.011096001","0.011080832832190968"
"Minnesota","2021-08-29","6367197","112.9","3479945",,"3145725","55.78","0.012143254","0.01210221000339673","0.008951068",,"0.011448741","0.01142336861825699"
"Minnesota","2021-08-30","6373869","113.02","3482470",,"3149267","55.84","0.011988044","0.011998537276740606","0.00868237",,"0.011541009","0.011594205662823986"
"Minnesota","2021-08-31","6378868","113.11","3484576",,"3151965","55.89","0.012115121","0.012170027833123598","0.008691192",,"0.011831403","0.01176682457727063"
"Minnesota","2021-09-01","6388832","113.28","3488554",,"3156838","55.98","0.012160301","0.012151525905082838","0.00860703",,"0.0119537115","0.01211353357867151"
"Minnesota","2021-09-02","6403934","113.55","3494658",,"3163850","56.1","0.012344956","0.012302781953800634","0.008827686",,"0.012069583","0.012087289809148416"
"Minnesota","2021-09-03","6417931","113.8","3500264",,"3170267","56.21","0.012389064","0.012365475062341647","0.0089251995",,"0.012085915","0.012063361261661187"
"Minnesota","2021-09-04","6432013","114.05","3505778",,"3176678","56.33","0.012271762","0.012248185424317048","0.008860707",,"0.011919022","0.012037402642017359"
"Minnesota","2021-09-05",,,,,,,,,,,,
"Minnesota","2021-09-06",,,,,,,,,,,,
"Minnesota","2021-09-07","6456499","114.48","3514636",,"3190059","56.57","0.012170076","0.012112132940797382","0.00862658",,"0.012085795","0.012166750667815585"
"Minnesota","2021-09-08","6459900","114.54","3516188",,"3192027","56.6","0.011123776","0.011122889437917838","0.007921338",,"0.011146903","0.011075356808165404"
"Minnesota","2021-09-09","6467896","114.69","3518761",,"3196027","56.67","0.00998795","0.01003965161960596","0.006897092",,"0.010170221","0.010160395168365532"
"Minnesota","2021-09-10","6480281","114.91","3523420",,"3202101","56.78","0.009714961","0.009753986486022548","0.0066155195",,"0.010041475","0.010140522670287755"
"Minnesota","2021-09-11","6491587","115.11","3527548",,"3207519","56.87","0.009262085","0.009294174575638525","0.006209731",,"0.009708524","0.009586347095415615"
"Minnesota","2021-09-12","6503170","115.31","3531743",,"3213510","56.98",,,,,,
"Minnesota","2021-09-13","6509549","115.43","3534206",,"3217138","57.05",,,,,,
"Minnesota","2021-09-14","6509786","115.43","3534591",,"3217321","57.05","0.008253217","0.00829839539811128","0.0056777",,"0.008545876","0.00848504926746596"
"Minnesota","2021-09-15","6521604","115.64","3538919",,"3223463","57.16","0.009551883","0.009603626590260372","0.00646472",,"0.009848237","0.009893990236963024"
"Minnesota","2021-09-16","6533378","115.85","3543232",,"3229050","57.26","0.010124207","0.010114207639036588","0.0069544315",,"0.010332465","0.010411122666899697"
"Minnesota","2021-09-17","6542438","116.01","3546623",,"3233391","57.33","0.009591699","0.009572727667134906","0.0065853596",,"0.009771705","0.009686541582505814"
"Minnesota","2021-09-18","6553805","116.21","3550787",,"3239104","57.43","0.009584427","0.0095560688426084","0.006587863",,"0.009847164","0.009847024884399147"
"Minnesota","2021-09-19","6563948","116.39","3554649",,"3244175","57.52","0.009345889","0.0093660514235403","0.0064857006",,"0.009542584","0.009477017510769903"
"Minnesota","2021-09-20","6569418","116.49","3556720",,"3247295","57.58","0.009197116","0.009183036158446845","0.006370306",,"0.009373903","0.009290128502273287"
"Minnesota","2021-09-21","6572559","116.54","3558011",,"3249157","57.61","0.009642839","0.00961622555251962","0.0066258907",,"0.0098952055","0.009815961618782953"
"Minnesota","2021-09-22","6579519","116.67","3560660",,"3252517","57.67","0.008880496","0.008906936777458574","0.0061434507",,"0.009013295","0.00892229126916222"
"Minnesota","2021-09-23","6588723","116.83","3563840",,"3256719","57.75","0.008471131","0.008459230306902876","0.005816102",,"0.008568764","0.008557457212714059"
"Minnesota","2021-09-24","6596235","116.96","3566615",,"3260232","57.81","0.008222818","0.008188941336717992","0.0056369305",,"0.008301139","0.00837260375529425"
"Minnesota","2021-09-25","6605130","117.12","3569738",,"3264365","57.88","0.007831335","0.007830675041580193","0.005337119",,"0.007798791","0.007835644578012113"
"Minnesota","2021-09-26","6617616","117.34","3573517",,"3269296","57.97","0.008176208","0.008162181784437061","0.005308032",,"0.0077433586","0.007823387008051519"
"Minnesota","2021-09-27","6625982","117.49","3575550",,"3272085","58.02","0.008610249","0.008584409509567736","0.0052942038",,"0.0076340437","0.007641550152200027"
"Minnesota","2021-09-28","6632771","117.61","3576756",,"3273631","58.05","0.009161115","0.009181402182525833","0.0052683353",,"0.007532358","0.007637549679926137"
"Minnesota","2021-09-29","6648502","117.89","3579786",,"3276821","58.1","0.010484457","0.010456838858733386","0.0053714514",,"0.007472396","0.0074561899448775115"
"Minnesota","2021-09-30","6665091","118.18","3582858",,"3280065","58.16","0.011590719","0.011555253831856405","0.005336404",,"0.0071685314","0.007099564457352603"
"Minnesota","2021-10-01","6681703","118.48","3585878",,"3283285","58.22","0.012957096","0.01299592473438449","0.005400896",,"0.007071018","0.007092219697338198"
"Minnesota","2021-10-02","6698396","118.77","3588882",,"3286599","58.28","0.014120221","0.01408808609175538","0.0053628683",,"0.006811142","0.006910828944313607"
"Minnesota","2021-10-03","6725381","119.25","3593461",,"3292020","58.37","0.016284585","0.016277484233850226","0.0055810213",,"0.006950736","0.006900102326802937"
"Minnesota","2021-10-04","6725604","119.26","3593679",,"3292208","58.38","0.015035033","0.015065130106651337","0.0050702095",,"0.006149888","0.006204775389783368"
"Minnesota","2021-10-05","6731771","119.37","3594949",,"3293694","58.4","0.0149258375","0.014964737238177372","0.005086422",,"0.006128669","0.006029311384649683"
"Minnesota","2021-10-06","6747635","119.65","3597339",,"3296634","58.45","0.014910579","0.01492918420458822","0.0049033165",,"0.0060464144","0.006024109517030141"
"Minnesota","2021-10-07","6764831","119.95","3599889",,"3299755","58.51","0.014964581","0.01497712767170567","0.0047534704",,"0.006002903","0.0060178528461694025"
"Minnesota","2021-10-08","6802645","120.62","3607036",,"3307486","58.65","0.0181005","0.01806214337088141","0.005900383",,"0.007370949","0.007385804291977216"
"Minnesota","2021-10-09","6834187","121.18","3611876",,"3312936","58.74","0.020272136","0.020291321926208417","0.0064070225",,"0.008013487","0.007892959479526285"
"Minnesota","2021-10-10",,,,,,,,,,,,
"Minnesota","2021-10-11",,,,,,,,,,,,
"Minnesota","2021-10-12","6867860","121.78","3617881",,"3319719","58.86","0.020215869","0.02018931707545346","0.0063790083",,"0.00790143","0.007876722779992518"
"Minnesota","2021-10-13","6881982","122.03","3620129",,"3322253","58.91","0.019910216","0.01989133956788014","0.0063352585",,"0.0077712536","0.007869971726468972"
"Minnesota","2021-10-14","6900376","122.36","3623220",,"3325732","58.97","0.020036697","0.020091709965415205","0.0064810514",,"0.007872343","0.007861924811196852"
"Minnesota","2021-10-15","6918056","122.67","3626325",,"3329037","59.03","0.016965628","0.016995507950135158","0.0053476095",,"0.0065158606","0.006479092571131773"
"Minnesota","2021-10-16","6918449","122.68","3626640",,"3329212","59.03","0.012329459","0.012378282762632198","0.0040875673",,"0.0049128532","0.004936989773525191"
"Minnesota","2021-10-17","6956341","123.35","3632383",,"3335865","59.15",,,,,,
"Minnesota","2021-10-18","6966772","123.53","3634529",,"3338250","59.19",,,,,,
"Minnesota","2021-10-19","6970829","123.6","3635503",,"3339291","59.21","0.014992833","0.014944970225990284","0.0048707724",,"0.005895734","0.00594629773144173"
"Minnesota","2021-10-20","6985558","123.87","3638137",,"3342074","59.26","0.015050292","0.015078281951831807","0.0049743652",,"0.0059661865","0.005941237846430303"
"Minnesota","2021-10-21","7001256","124.14","3640726",,"3345065","59.31","0.01461947","0.01454723267120328","0.0048316717",,"0.005813122","0.005765666835526817"
"Minnesota","2021-10-22","7018451","124.45","3647264",,"3350602","59.41","0.014512062","0.014510450381040041","0.0057741404",,"0.006477833","0.006437402124548575"
"Minnesota","2021-10-23","7037080","124.78","3650845",,"3354220","59.48","0.017147064","0.01711769464702373","0.0066741705",,"0.007511735","0.007623234664345668"
"Minnesota","2021-10-24","7057592","125.14","3654361",,"3357757","59.54","0.014555216","0.014511547544778569","0.0060505867",,"0.0065625906","0.006593422071468291"
"Minnesota","2021-10-25","7070207","125.37","3656023",,"3359267","59.57","0.014846921","0.01489518940000023","0.0059138536",,"0.0062958","0.006419998223081924"
"Minnesota","2021-10-26","7078894","125.52","3657259",,"3360252","59.58","0.015502453","0.015533953422867341","0.0059843063",,"0.0062770844","0.006248975359815612"
"Minnesota","2021-10-27","7103620","125.96","3660760",,"3363190","59.63","0.016900897","0.01687252025892194","0.006218314",,"0.0063182116","0.006243689978319811"
"Minnesota","2021-10-28","7135788","126.53","3665493",,"3367124","59.7","0.019215465","0.019252447070218004","0.0068027973",,"0.0065945387","0.006575632489284278"
"Minnesota","2021-10-29","7163740","127.02","3669098",,"3370390","59.76","0.02070105","0.020650836826568097","0.005986452",,"0.0059057474","0.005891235844692977"
"Minnesota","2021-10-30","7201341","127.69","3673685",,"3374431","59.83","0.023342252","0.023321064604954644","0.0062561035",,"0.0060255527","0.005884361651894654"
"Minnesota","2021-10-31","7237372","128.33","3677877",,"3378302","59.9","0.025473237","0.025491464208523995","0.0064350367",,"0.006118655","0.006046381019128466"
"Minnesota","2021-11-01","7259117","128.72","3680627",,"3380551","59.94","0.026719213","0.02672091585469505","0.006729722",,"0.0063358545","0.0062111570708238695"
"Minnesota","2021-11-02","7266552","128.85","3681723",,"3381479","59.96","0.026509523","0.026529685337122633","0.006689191",,"0.0063171387","0.006377963821293298"
"Minnesota","2021-11-03","7287442","129.22","3684416",,"3383751","60.0","0.025877237","0.02588124182838314","0.006462097",,"0.006113529","0.006204930404158926"
"Minnesota","2021-11-04","7424031","131.64","3698123",,"3463757","61.42","0.04039395","0.040385674461775434","0.008901954",,"0.028698921","0.02881068959707389"
"Minnesota","2021-11-05","7454832","132.19","3701677",,"3466294","61.46","0.040634036","0.04070227083456346","0.008879304",,"0.0284549","0.028447106500546493"
"Minnesota","2021-11-06","7487183","132.76","3707639",,"3468734","61.51","0.03969288","0.0397054938275192","0.009242535",,"0.027946353","0.028079530695858335"
"Minnesota","2021-11-07","7526806","133.46","3715542",,"3471790","61.56","0.039991617","0.03997511660459119","0.010240912",,"0.027673125","0.027712877684324067"
"Minnesota","2021-11-08","7552525","133.92","3720273",,"3473684","61.59","0.04041922","0.04039774836035814","0.010771513",,"0.027549624","0.027527530073204742"
"Minnesota","2021-11-09","7564211","134.13","3722608",,"3474820","61.61","0.040962934","0.04097791915260007","0.011104822",,"0.027603626","0.027518355743021417"
"Minnesota","2021-11-10","7590767","134.6","3729991",,"3476925","61.65","0.041622996","0.04163446914963331","0.012369633",,"0.027535677","0.027500025431315134"
"Mississippi","2021-01-12","54544","1.83","45733",,"4832","0.16",,,,,,
"Mississippi","2021-01-13","61289","2.06","51588",,"5722","0.19",,,,,,
"Mississippi","2021-01-14","71848","2.41","64654",,,,,,,,,
"Mississippi","2021-01-15","84328","2.83","75885",,"8396","0.28",,,,,,
"Mississippi","2021-01-16",,,,,,,,,,,,
"Mississippi","2021-01-17",,,,,,,,,,,,
"Mississippi","2021-01-18",,,,,,,,,,,,
"Mississippi","2021-01-19","113572","3.82","103946",,"9545","0.32","1.0822089","1.0874316575097254","1.2728882",,"0.97537255","0.9999999552965164"
"Mississippi","2021-01-20","122586","4.12","112525",,"9979","0.34","1.0001304","0.9999999444461563","1.1812243",,"0.74397063","0.7894737030330456"
"Mississippi","2021-01-21","136691","4.59","124931",,"11567","0.39","0.90250254","0.9045643786671744","0.93230116",,,
"Mississippi","2021-01-22","150524","5.06","136902",,"13423","0.45","0.78498244","0.7879858455051381","0.8040719",,"0.5987375","0.6071428145681108"
"Mississippi","2021-01-23","150524","5.06","136902",,"13423","0.45",,,,,,
"Mississippi","2021-01-24","177636","5.97","161507",,"15918","0.53",,,,,,
"Mississippi","2021-01-25","180960","6.08","164715",,"16034","0.54",,,,,,
