"state","date","cases","deaths","cases_weekly_change","deaths_weekly_change"
"Missouri","2021-02-14","515507","7875","0.012803793","0.041391134"
"Montana","2021-02-14","97425","1328","0.016824484","0.009885907"
"Nebraska","2021-02-14","197658","2123","0.01515615","0.02018261"
"Nevada","2021-02-14","288483","4709","0.015295386","0.041583776"
"New Hampshire","2021-02-14","70785","1133","0.03518629","0.026268125"
"New Jersey","2021-02-14","745987","22454","0.03298545","0.021146894"
"New Mexico","2021-02-14","180571","3531","0.016980529","0.0382241"
"New York","2021-02-14","1540127","45431","0.04028821","0.02352035"
"North Carolina","2021-02-14","822542","10524","0.03206575","0.050614"
"North Dakota","2021-02-14","98627","1461","0.004552841","0.0055058002"
"Northern Mariana Islands","2021-02-14","134","2","0.0075187683","0.0"
"Ohio","2021-02-14","939350","16346","0.020791888","0.40200698"
"Oklahoma","2021-02-14","413542","4024","0.023735404","0.055336952"
"Oregon","2021-02-14","150281","2137","0.021471977","0.050639153"
"Pennsylvania","2021-02-14","899474","23136","0.027316332","0.028586626"
"Puerto Rico","2021-02-14","131224","1919","0.013672829","0.019118428"
"Rhode Island","2021-02-14","120821","2290","0.024853468","0.035262227"
"South Carolina","2021-02-14","487293","7998","0.044856787","0.04535353"
"South Dakota","2021-02-14","110315","1844","0.009942412","0.019347668"
"Tennessee","2021-02-14","743266","10842","0.019025564","0.045515895"
"Texas","2021-02-14","2566191","41440","0.029640675","0.049379587"
"Utah","2021-02-14","361353","1794","0.019021034","0.03341019"
"Vermont","2021-02-14","13677","189","0.06023252","0.032786846"
"Virgin Islands","2021-02-14","2525","25","0.023925424","0.041666627"
"Virginia","2021-02-14","549999","7012","0.03945005","0.034523487"
"Washington","2021-02-14","331164","4739","0.022278309","0.045905948"
"West Virginia","2021-02-14","127588","2210","0.023093939","0.038046002"
"Wisconsin","2021-02-14","607213","6748","0.010704398","0.019797444"
"Wyoming","2021-02-14","53136","647","0.009671807","0.036858916"
"Alabama","2021-02-15","481605","9244","0.017443776","0.08459461"
"Alaska","2021-02-15","56008","271","0.011449456","0.007434964"
"Arizona","2021-02-15","798845","14978","0.019937992","0.06567061"
"Arkansas","2021-02-15","313348","5275","0.019438982","0.03309834"
"California","2021-02-15","3490542","47115","0.017301083","0.06019354"
"Colorado","2021-02-15","416905","5924","0.019843817","0.015775084"
"Connecticut","2021-02-15","270242","7447","0.024657011","0.022658587"
"Delaware","2021-02-15","83239","1283","0.02851808","0.062086105"
"District of Columbia","2021-02-15","39001","980","0.022681952","0.025104642"
"Florida","2021-02-15","1830980","28933","0.026499748","0.040231586"
"Georgia","2021-02-15","942484","15451","0.024686337","0.05259216"
"Guam","2021-02-15","8668","131","0.0040541887","0.0"
"Hawaii","2021-02-15","26803","423","0.014189482","0.019277096"
"Idaho","2021-02-15","167566","1805","0.010492921","0.015185595"
"Illinois","2021-02-15","1166098","22166","0.013232589","0.017769456"
"Indiana","2021-02-15","652836","12191","0.013881087","0.026610494"
"Iowa","2021-02-15","329726","5237","0.013858318","0.02485323"
"Kansas","2021-02-15","290510","4406","0.015676856","0.049797416"
"Kentucky","2021-02-15","393775","4464","0.028823495","0.043966293"
"Louisiana","2021-02-15","420394","9325","0.01793027","0.020017505"
"Maine","2021-02-15","42677","649","0.0303725","0.02044022"
"Maryland","2021-02-15","371885","7580","0.019611716","0.028214812"
"Massachusetts","2021-02-15","559350","15517","0.025759935","0.030755997"
"Michigan","2021-02-15","629490","16119","0.012469888","0.01671505"
"Minnesota","2021-02-15","474237","6446","0.011705637","0.011930943"
"Mississippi","2021-02-15","287980","6464","0.020073414","0.03094101"
"Missouri","2021-02-15","515870","7879","0.010764599","0.039720297"
"Montana","2021-02-15","97575","1329","0.016480327","0.010646343"
"Nebraska","2021-02-15","197761","2124","0.014382601","0.01529634"
"Nevada","2021-02-15","288764","4722","0.014349461","0.043766618"
"New Hampshire","2021-02-15","71017","1135","0.036759615","0.02622056"
"New Jersey","2021-02-15","747432","22466","0.031329036","0.020671487"
"New Mexico","2021-02-15","180761","3540","0.016270638","0.03690684"
"New York","2021-02-15","1546665","45552","0.03841138","0.023364544"
"North Carolina","2021-02-15","825692","10545","0.032271147","0.051345944"
"North Dakota","2021-02-15","98673","1461","0.00471437","0.004814267"
"Northern Mariana Islands","2021-02-15","134","2","0.0075187683","0.0"
"Ohio","2021-02-15","941265","16394","0.020736456","0.40179563"
"Oklahoma","2021-02-15","414272","4041","0.022908926","0.058684826"
"Oregon","2021-02-15","150464","2137","0.020655394","0.046010733"
"Pennsylvania","2021-02-15","901245","23157","0.025681734","0.029337287"
"Puerto Rico","2021-02-15","131452","1920","0.012914538","0.016949177"
"Rhode Island","2021-02-15","121787","2334","0.022526503","0.04382825"
"South Carolina","2021-02-15","489018","8034","0.044011235","0.044733405"
"South Dakota","2021-02-15","110376","1844","0.01000154","0.019347668"
"Tennessee","2021-02-15","745150","10846","0.018724322","0.036407113"
"Texas","2021-02-15","2569113","41484","0.026331544","0.04612279"
"Utah","2021-02-15","361815","1796","0.018846989","0.03277743"
"Vermont","2021-02-15","13862","190","0.06254792","0.0382514"
"Virgin Islands","2021-02-15","2542","25","0.030819178","0.041666627"
"Virginia","2021-02-15","551538","7016","0.03902042","0.028738976"
"Washington","2021-02-15","331305","4739","0.014328361","0.04383254"
"West Virginia","2021-02-15","127889","2212","0.022245169","0.03801036"
"Wisconsin","2021-02-15","607639","6753","0.010389209","0.020244718"
"Wyoming","2021-02-15","53136","647","0.006668687","0.036858916"
"Alabama","2021-02-16","482488","9257","0.016478896","0.079030156"
"Alaska","2021-02-16","56504","276","0.018090129","0.026022315"
"Arizona","2021-02-16","799944","14981","0.014462113","0.046378374"
"Arkansas","2021-02-16","313525","5287","0.0151433945","0.027000785"
"California","2021-02-16","3499336","47446","0.016748786","0.054988503"
"Colorado","2021-02-16","417688","5932","0.019616604","0.015405655"
"Connecticut","2021-02-16","270822","7449","0.023483753","0.02069056"
"Delaware","2021-02-16","83369","1291","0.02658534","0.057330012"
"District of Columbia","2021-02-16","39131","982","0.02220428","0.021852255"
"Florida","2021-02-16","1837277","29153","0.025990486","0.039433837"
"Georgia","2021-02-16","945339","15691","0.023599267","0.056704164"
"Guam","2021-02-16","8670","131","0.0032399893","0.0"
"Hawaii","2021-02-16","26819","423","0.01372087","0.019277096"
"Idaho","2021-02-16","168097","1808","0.011164546","0.014590383"
"Illinois","2021-02-16","1167889","22199","0.012964249","0.018209338"
"Indiana","2021-02-16","653713","12231","0.0134551525","0.02420032"
"Iowa","2021-02-16","330318","5263","0.012779355","0.022934914"
"Kansas","2021-02-16","290556","4406","0.015695691","0.049797416"
"Kentucky","2021-02-16","394829","4491","0.025641799","0.04344797"
"Louisiana","2021-02-16","420394","9325","0.014576912","0.017790914"
"Maine","2021-02-16","42768","651","0.027336001","0.018779397"
"Maryland","2021-02-16","372403","7612","0.01830697","0.02684474"
"Massachusetts","2021-02-16","560576","15567","0.025013924","0.029291153"
"Michigan","2021-02-16","630605","16138","0.012880206","0.014075637"
"Minnesota","2021-02-16","474689","6448","0.011435628","0.011292338"
"Mississippi","2021-02-16","288714","6501","0.020302534","0.025070906"
"Missouri","2021-02-16","516710","7888","0.010843873","0.039399147"
"Montana","2021-02-16","97759","1332","0.014402628","0.012158036"
"Nebraska","2021-02-16","197904","2128","0.01319325","0.013333321"
"Nevada","2021-02-16","289094","4736","0.013731718","0.037458897"
"New Hampshire","2021-02-16","71215","1136","0.033329487","0.024346232"
"New Jersey","2021-02-16","751065","22497","0.031252027","0.017825603"
"New Mexico","2021-02-16","181061","3552","0.015599012","0.03496504"
"New York","2021-02-16","1553374","45683","0.03715086","0.022379875"
"North Carolina","2021-02-16","827985","10611","0.029915333","0.051843762"
"North Dakota","2021-02-16","98811","1461","0.0061707497","0.00274539"
"Northern Mariana Islands","2021-02-16","134","2","0.0075187683","0.0"
"Ohio","2021-02-16","943291","16453","0.019388318","0.3951497"
"Oklahoma","2021-02-16","414780","4061","0.021464586","0.049353957"
"Oregon","2021-02-16","150875","2138","0.019894242","0.04292679"
"Pennsylvania","2021-02-16","904203","23166","0.024006605","0.022510648"
"Puerto Rico","2021-02-16","131932","1924","0.014728785","0.016376138"
"Rhode Island","2021-02-16","122072","2344","0.022087455","0.042704582"
"South Carolina","2021-02-16","490453","8055","0.04282701","0.04705572"
"South Dakota","2021-02-16","110593","1844","0.010858774","0.019347668"
"Tennessee","2021-02-16","746183","10862","0.018014193","0.03172493"
"Texas","2021-02-16","2572743","41546","0.022377372","0.039351583"
"Utah","2021-02-16","362406","1797","0.017879963","0.028032064"
"Vermont","2021-02-16","13917","191","0.061961055","0.026881695"
"Virgin Islands","2021-02-16","2542","25","0.022937655","0.041666627"
"Virginia","2021-02-16","553308","7037","0.035932302","0.02015078"
"Washington","2021-02-16","333185","4777","0.017678857","0.03063643"
"West Virginia","2021-02-16","128117","2216","0.020673633","0.030697703"
"Wisconsin","2021-02-16","608420","6792","0.010234833","0.018443584"
"Wyoming","2021-02-16","53351","662","0.009861827","0.023183942"
"Alabama","2021-02-17","483167","9346","0.014913917","0.051530123"
"Alaska","2021-02-17","56559","277","0.015403628","0.029739738"
"Arizona","2021-02-17","801741","15084","0.014513969","0.03977394"
"Arkansas","2021-02-17","314192","5313","0.013718843","0.026865125"
"California","2021-02-17","3505610","47902","0.0160352","0.0542742"
"Colorado","2021-02-17","418822","5945","0.020561218","0.013121963"
"Connecticut","2021-02-17","271356","7476","0.022071838","0.02047503"
"Delaware","2021-02-17","83581","1316","0.0260247","0.057028055"
"District of Columbia","2021-02-17","39180","985","0.02169609","0.02072537"
"Florida","2021-02-17","1844619","29310","0.025773048","0.039103746"
"Georgia","2021-02-17","948719","15779","0.023487806","0.054323077"
"Guam","2021-02-17","8672","131","0.0023115873","0.0"
"Hawaii","2021-02-17","26846","424","0.01278913","0.009523869"
"Idaho","2021-02-17","168503","1819","0.011082768","0.014500856"
"Illinois","2021-02-17","1169747","22224","0.012065172","0.016232967"
"Indiana","2021-02-17","654636","12250","0.012622237","0.020748258"
"Iowa","2021-02-17","330906","5306","0.011756182","0.025512218"
"Kansas","2021-02-17","291868","4521","0.013733268","0.05066228"
"Kentucky","2021-02-17","395766","4511","0.02253759","0.039640427"
"Louisiana","2021-02-17","421018","9391","0.015266895","0.019431233"
"Maine","2021-02-17","42872","654","0.023613453","0.020280838"
"Maryland","2021-02-17","373161","7630","0.01721704","0.024711251"
"Massachusetts","2021-02-17","561936","15623","0.02366352","0.02735579"
"Michigan","2021-02-17","631932","16151","0.012841344","0.013936877"
"Minnesota","2021-02-17","475447","6458","0.011647463","0.011116385"
"Mississippi","2021-02-17","289398","6524","0.019894004","0.024658442"
"Missouri","2021-02-17","517798","7929","0.010455847","0.04246652"
"Montana","2021-02-17","97995","1335","0.013622522","0.0105980635"
"Nebraska","2021-02-17","198215","2146","0.012189269","0.017543912"
"Nevada","2021-02-17","289465","4776","0.012579203","0.041657567"
"New Hampshire","2021-02-17","71965","1148","0.03925085","0.028673887"
"New Jersey","2021-02-17","755174","22589","0.030709386","0.017935157"
"New Mexico","2021-02-17","181332","3564","0.014217854","0.029165506"
"New York","2021-02-17","1559299","45807","0.036550164","0.021314979"
"North Carolina","2021-02-17","830932","10712","0.028949142","0.047525883"
"North Dakota","2021-02-17","98931","1461","0.006992817","0.0013707876"
"Northern Mariana Islands","2021-02-17","135","2","0.015037537","0.0"
"Ohio","2021-02-17","945107","16513","0.017742276","0.39279687"
"Oklahoma","2021-02-17","415858","4089","0.019949794","0.048461556"
"Oregon","2021-02-17","151257","2149","0.018737197","0.04320383"
"Pennsylvania","2021-02-17","907736","23360","0.024399757","0.024786115"
"Puerto Rico","2021-02-17","132043","1930","0.014864445","0.017395854"
"Rhode Island","2021-02-17","122440","2352","0.02124393","0.04116869"
"South Carolina","2021-02-17","492369","8117","0.04064119","0.04843712"
"South Dakota","2021-02-17","110685","1844","0.010083914","0.015977979"
"Tennessee","2021-02-17","747117","10892","0.015660763","0.025032997"
"Texas","2021-02-17","2577230","41650","0.018862844","0.033575654"
"Utah","2021-02-17","363306","1806","0.01669848","0.022650003"
"Vermont","2021-02-17","13996","191","0.06660569","0.021390319"
"Virgin Islands","2021-02-17","2545","25","0.024144888","0.041666627"
"Virginia","2021-02-17","555592","7075","0.034007788","0.02062893"
"Washington","2021-02-17","334284","4824","0.018394709","0.031871676"
"West Virginia","2021-02-17","128405","2225","0.019483805","0.022988558"
"Wisconsin","2021-02-17","609192","6803","0.009838223","0.014162183"
"Wyoming","2021-02-17","53450","662","0.010893822","0.023183942"
"Alabama","2021-02-18","484365","9424","0.014228225","0.044673562"
"Alaska","2021-02-18","56768","277","0.016436934","0.029739738"
"Arizona","2021-02-18","803158","15294","0.013199329","0.041116357"
"Arkansas","2021-02-18","314445","5323","0.010937452","0.023850799"
"California","2021-02-18","3513458","48334","0.015185952","0.05128765"
"Colorado","2021-02-18","420094","5966","0.019653082","0.014453292"
"Connecticut","2021-02-18","271903","7496","0.020277739","0.019309163"
"Delaware","2021-02-18","83852","1326","0.024146557","0.05071318"
"District of Columbia","2021-02-18","39301","992","0.019930959","0.019527197"
"Florida","2021-02-18","1849736","29473","0.023765206","0.038476467"
"Georgia","2021-02-18","952133","15906","0.02265203","0.056877017"
"Guam","2021-02-18","8674","131","0.002195239","0.0"
"Hawaii","2021-02-18","26906","425","0.0118460655","0.009501219"
"Idaho","2021-02-18","168783","1828","0.010519266","0.019520402"
"Illinois","2021-02-18","1171687","22297","0.011299849","0.014191508"
"Indiana","2021-02-18","655396","12281","0.011128068","0.021119118"
"Iowa","2021-02-18","331502","5321","0.012430072","0.024056911"
"Kansas","2021-02-18","291962","4526","0.013746381","0.05182433"
"Kentucky","2021-02-18","396800","4539","0.020400286","0.03748572"
"Louisiana","2021-02-18","421846","9406","0.010615349","0.018075585"
"Maine","2021-02-18","43090","655","0.024537563","0.02184093"
"Maryland","2021-02-18","374148","7661","0.016584992","0.02598095"
"Massachusetts","2021-02-18","563976","15686","0.02281487","0.027310252"
"Michigan","2021-02-18","633131","16243","0.012379527","0.014616728"
"Minnesota","2021-02-18","476360","6472","0.011657119","0.009514928"
"Mississippi","2021-02-18","289532","6531","0.017100811","0.022065759"
"Missouri","2021-02-18","518605","8087","0.009807825","0.037060738"
"Montana","2021-02-18","98211","1338","0.013132095","0.012102842"
"Nebraska","2021-02-18","198481","2151","0.011770248","0.016060472"
"Nevada","2021-02-18","289962","4807","0.012034297","0.03599143"
"New Hampshire","2021-02-18","72399","1150","0.0400362","0.0295434"
"New Jersey","2021-02-18","758450","22721","0.03004086","0.017555594"
"New Mexico","2021-02-18","181739","3582","0.013472915","0.029014707"
"New York","2021-02-18","1568881","45957","0.036025286","0.021448255"
"North Carolina","2021-02-18","834923","10804","0.028034091","0.04527867"
"North Dakota","2021-02-18","99064","1465","0.0069218874","0.0034246445"
"Northern Mariana Islands","2021-02-18","135","2","0.015037537","0.0"
"Ohio","2021-02-18","947389","16611","0.017126203","0.32074416"
"Oklahoma","2021-02-18","416476","4112","0.017281294","0.041540027"
"Oregon","2021-02-18","151713","2155","0.017647982","0.04257381"
"Pennsylvania","2021-02-18","911033","23452","0.023517609","0.023747206"
"Puerto Rico","2021-02-18","132121","1940","0.014356852","0.019979"
"Rhode Island","2021-02-18","122859","2367","0.020584702","0.04089713"
"South Carolina","2021-02-18","495044","8155","0.039381742","0.040576696"
"South Dakota","2021-02-18","110871","1847","0.009211779","0.009841442"
"Tennessee","2021-02-18","748207","10964","0.01406014","0.022665739"
"Texas","2021-02-18","2579584","41764","0.015028","0.02712679"
"Utah","2021-02-18","364457","1813","0.016386867","0.020833373"
"Vermont","2021-02-18","14149","193","0.067929626","0.026595712"
"Virgin Islands","2021-02-18","2558","25","0.021157742","0.0"
"Virginia","2021-02-18","557896","7090","0.031196713","0.018970966"
"Washington","2021-02-18","335338","4868","0.018738031","0.03552437"
"West Virginia","2021-02-18","128760","2236","0.018509746","0.022405148"
"Wisconsin","2021-02-18","610056","6820","0.008885622","0.01412642"
"Wyoming","2021-02-18","53531","662","0.01041925","0.023183942"
"Alabama","2021-02-19","485212","9573","0.013673425","0.04281044"
"Alaska","2021-02-19","56979","278","0.017336845","0.025830269"
"Arizona","2021-02-19","805037","15439","0.013614535","0.040153623"
"Arkansas","2021-02-19","314713","5336","0.009964466","0.023791194"
"California","2021-02-19","3521349","48794","0.014673471","0.05080223"
"Colorado","2021-02-19","421327","5980","0.017277837","0.014763236"
"Connecticut","2021-02-19","273101","7523","0.021560788","0.019238591"
"Delaware","2021-02-19","84181","1343","0.02331543","0.05831361"
"District of Columbia","2021-02-19","39461","993","0.020455122","0.017418027"
"Florida","2021-02-19","1856419","29691","0.023150682","0.039455295"
"Georgia","2021-02-19","955724","16110","0.022302508","0.057155967"
"Guam","2021-02-19","8684","131","0.0030030012","0.0"
"Hawaii","2021-02-19","26962","427","0.010872841","0.0118483305"
"Idaho","2021-02-19","169084","1829","0.010361552","0.015546918"
"Illinois","2021-02-19","1173897","22368","0.010929108","0.015480995"
"Indiana","2021-02-19","656433","12325","0.010503173","0.017166018"
"Iowa","2021-02-19","331747","5336","0.009684563","0.021635056"
"Kansas","2021-02-19","293869","4614","0.016109347","0.05728686"
"Kentucky","2021-02-19","398665","4562","0.020558834","0.032126665"
"Louisiana","2021-02-19","422287","9440","0.008844137","0.017680049"
"Maine","2021-02-19","43224","656","0.022835374","0.020217776"
"Maryland","2021-02-19","375156","7677","0.016253233","0.023190737"
"Massachusetts","2021-02-19","565794","15726","0.021635532","0.023961425"
"Michigan","2021-02-19","634539","16265","0.012358189","0.015420198"
"Minnesota","2021-02-19","477355","6480","0.011518955","0.007776022"
"Mississippi","2021-02-19","289892","6534","0.014857411","0.016332269"
"Missouri","2021-02-19","519441","8140","0.009354353","0.038265347"
"Montana","2021-02-19","98465","1340","0.01344192","0.01132071"
"Nebraska","2021-02-19","198949","2167","0.011865735","0.020244837"
"Nevada","2021-02-19","290399","4838","0.0115225315","0.0364182"
"New Hampshire","2021-02-19","72767","1152","0.038460493","0.023090601"
"New Jersey","2021-02-19","761496","22784","0.028962493","0.017460823"
"New Mexico","2021-02-19","182050","3601","0.012942076","0.027682662"
"New York","2021-02-19","1577454","46119","0.035725832","0.021733403"
"North Carolina","2021-02-19","838126","10863","0.026848435","0.04371643"
"North Dakota","2021-02-19","99183","1465","0.0069749355","0.0027378798"
"Northern Mariana Islands","2021-02-19","135","2","0.00746274","0.0"
"Ohio","2021-02-19","949695","16693","0.015996933","0.102867365"
"Oklahoma","2021-02-19","417345","4132","0.015887856","0.043697953"
"Oregon","2021-02-19","152190","2155","0.017476082","0.021811247"
"Pennsylvania","2021-02-19","913825","23529","0.022909045","0.022688746"
"Puerto Rico","2021-02-19","132239","1947","0.0130229","0.020975351"
"Rhode Island","2021-02-19","123145","2376","0.019235015","0.03755462"
"South Carolina","2021-02-19","497937","8213","0.037029505","0.0404104"
"South Dakota","2021-02-19","111018","1853","0.008630991","0.012015343"
"Tennessee","2021-02-19","749512","10971","0.012859583","0.015645266"
"Texas","2021-02-19","2585482","42000","0.012454629","0.022818565"
"Utah","2021-02-19","365314","1834","0.015774012","0.026875734"
"Vermont","2021-02-19","14251","193","0.062318325","0.02116406"
"Virgin Islands","2021-02-19","2575","25","0.019801974","0.0"
"Virginia","2021-02-19","559930","7098","0.028887749","0.018949151"
"Washington","2021-02-19","336184","4886","0.017422915","0.03101921"
"West Virginia","2021-02-19","129055","2248","0.017086029","0.021818161"
"Wisconsin","2021-02-19","610974","6856","0.0085657835","0.017663598"
"Wyoming","2021-02-19","53683","662","0.011245847","0.023183942"
"Alabama","2021-02-20","485986","9590","0.012774706","0.03765416"
"Alaska","2021-02-20","56979","278","0.017336845","0.025830269"
"Arizona","2021-02-20","807163","15480","0.013904095","0.034966946"
"Arkansas","2021-02-20","315230","5348","0.008535862","0.018278718"
"California","2021-02-20","3527411","49111","0.013744473","0.047924876"
"Colorado","2021-02-20","422240","5984","0.016806245","0.012007475"
"Connecticut","2021-02-20","273101","7523","0.021560788","0.019238591"
"Delaware","2021-02-20","84531","1366","0.022486448","0.06552267"
"District of Columbia","2021-02-20","39553","994","0.019512296","0.015321732"
"Florida","2021-02-20","1863699","29812","0.022926211","0.039397478"
"Georgia","2021-02-20","958998","16233","0.021757364","0.05566752"
"Guam","2021-02-20","8685","131","0.00277102","0.0"
"Hawaii","2021-02-20","27011","427","0.01055038","0.0118483305"
"Idaho","2021-02-20","169229","1829","0.009924412","0.013296366"
"Illinois","2021-02-20","1175781","22426","0.010788083","0.015348434"
"Indiana","2021-02-20","657848","12336","0.01076448","0.015392184"
"Iowa","2021-02-20","332225","5336","0.009682775","0.01909852"
"Kansas","2021-02-20","294010","4614","0.016596913","0.05728686"
"Kentucky","2021-02-20","400011","4585","0.02187264","0.032425165"
"Louisiana","2021-02-20","422287","9440","0.008844137","0.017680049"
"Maine","2021-02-20","43367","658","0.022348523","0.01700151"
"Maryland","2021-02-20","375919","7697","0.015130281","0.021364093"
"Massachusetts","2021-02-20","567764","15779","0.021351099","0.023016095"
"Michigan","2021-02-20","635359","16332","0.011484623","0.013906121"
"Minnesota","2021-02-20","478225","6491","0.011348009","0.008388996"
"Mississippi","2021-02-20","290242","6553","0.013616562","0.014239311"
"Missouri","2021-02-20","519922","8151","0.009239793","0.03570521"
"Montana","2021-02-20","98681","1342","0.013797283","0.010542154"
"Nebraska","2021-02-20","199162","2169","0.008675694","0.02166748"
"Nevada","2021-02-20","290742","4870","0.009962678","0.037273645"
"New Hampshire","2021-02-20","73161","1153","0.03767109","0.020354033"
"New Jersey","2021-02-20","764374","22834","0.027634382","0.017557979"
"New Mexico","2021-02-20","182475","3612","0.012125015","0.02671969"
"New York","2021-02-20","1585692","46233","0.035184145","0.02070868"
"North Carolina","2021-02-20","841315","10930","0.026305556","0.042739987"
"North Dakota","2021-02-20","99258","1467","0.0068674088","0.00410676"
"Northern Mariana Islands","2021-02-20","135","2","0.00746274","0.0"
"Ohio","2021-02-20","952306","16749","0.01574862","0.025030613"
"Oklahoma","2021-02-20","418318","4155","0.014655232","0.040310502"
"Oregon","2021-02-20","152711","2159","0.01784265","0.010294795"
"Pennsylvania","2021-02-20","916378","23615","0.021559834","0.02167523"
"Puerto Rico","2021-02-20","132450","1957","0.011624694","0.021932125"
"Rhode Island","2021-02-20","123145","2376","0.019235015","0.03755462"
"South Carolina","2021-02-20","501277","8256","0.03753984","0.043610215"
"South Dakota","2021-02-20","111165","1859","0.00871098","0.011425495"
"Tennessee","2021-02-20","750628","11022","0.011878967","0.019517183"
"Texas","2021-02-20","2590989","42202","0.011439681","0.021345615"
"Utah","2021-02-20","366091","1842","0.015109181","0.029050231"
"Vermont","2021-02-20","14359","196","0.058845162","0.037037015"
"Virgin Islands","2021-02-20","2575","25","0.019801974","0.0"
"Virginia","2021-02-20","561812","7197","0.026283145","0.02873075"
"Washington","2021-02-20","336819","4886","0.017478585","0.03101921"
"West Virginia","2021-02-20","129364","2254","0.016357422","0.024079919"
"Wisconsin","2021-02-20","611789","6875","0.008469462","0.018971443"
"Wyoming","2021-02-20","53683","662","0.011245847","0.023183942"
"Alabama","2021-02-21","486843","9592","0.012292862","0.037870646"
"Alaska","2021-02-21","56979","278","0.017336845","0.025830269"
"Arizona","2021-02-21","808247","15505","0.013428807","0.03518498"
"Arkansas","2021-02-21","315514","5357","0.007941723","0.017473936"
"California","2021-02-21","3532057","49340","0.013347745","0.048560143"
"Colorado","2021-02-21","423208","5989","0.017676711","0.011484504"
"Connecticut","2021-02-21","273101","7523","0.021560788","0.019238591"
"Delaware","2021-02-21","84732","1367","0.020830631","0.06547153"
"District of Columbia","2021-02-21","39648","995","0.018757343","0.016343236"
"Florida","2021-02-21","1868764","29905","0.02265501","0.0391618"
"Georgia","2021-02-21","960697","16235","0.021528006","0.054426193"
"Guam","2021-02-21","8689","131","0.0028854609","0.0"
"Hawaii","2021-02-21","27075","428","0.011317849","0.011820316"
"Idaho","2021-02-21","169229","1829","0.009924412","0.013296366"
"Illinois","2021-02-21","1177301","22466","0.010781765","0.015596032"
"Indiana","2021-02-21","658730","12372","0.010229111","0.016347647"
"Iowa","2021-02-21","332640","5336","0.010271549","0.01909852"
"Kansas","2021-02-21","294010","4614","0.016544223","0.05728686"
"Kentucky","2021-02-21","400952","4604","0.020260096","0.035304666"
"Louisiana","2021-02-21","424176","9466","0.01020503","0.018725753"
"Maine","2021-02-21","43497","658","0.022760987","0.013867497"
"Maryland","2021-02-21","376537","7715","0.014478803","0.02131319"
"Massachusetts","2021-02-21","569284","15826","0.020630121","0.022087336"
"Michigan","2021-02-21","635369","16332","0.011413574","0.013906121"
"Minnesota","2021-02-21","479104","6500","0.01154685","0.008690238"
"Mississippi","2021-02-21","290632","6553","0.011119008","0.014082313"
"Missouri","2021-02-21","520226","8151","0.009154081","0.03504765"
"Montana","2021-02-21","98779","1343","0.013897896","0.011295199"
"Nebraska","2021-02-21","199362","2169","0.008620977","0.02166748"
"Nevada","2021-02-21","291024","4872","0.008808136","0.034614563"
"New Hampshire","2021-02-21","73413","1154","0.03712654","0.018534899"
"New Jersey","2021-02-21","766405","22858","0.027370453","0.017992377"
"New Mexico","2021-02-21","182789","3626","0.012283206","0.026904583"
"New York","2021-02-21","1591929","46346","0.0336349","0.02014041"
"North Carolina","2021-02-21","843395","10957","0.025351882","0.041144013"
"North Dakota","2021-02-21","99307","1468","0.0068947077","0.0047912598"
"Northern Mariana Islands","2021-02-21","143","2","0.06716418","0.0"
"Ohio","2021-02-21","953767","16816","0.015347838","0.028753161"
"Oklahoma","2021-02-21","419354","4181","0.014054179","0.03901589"
"Oregon","2021-02-21","152818","2159","0.016881704","0.010294795"
"Pennsylvania","2021-02-21","918174","23640","0.02078998","0.021784186"
"Puerto Rico","2021-02-21","132699","1979","0.011240363","0.03126633"
"Rhode Island","2021-02-21","123145","2376","0.019235015","0.03755462"
"South Carolina","2021-02-21","504149","8324","0.03459108","0.04076016"
"South Dakota","2021-02-21","111304","1863","0.008965254","0.010303736"
"Tennessee","2021-02-21","751663","11040","0.011297464","0.018262267"
"Texas","2021-02-21","2597379","42321","0.012153387","0.021259665"
"Utah","2021-02-21","366792","1852","0.0150517225","0.032330036"
"Vermont","2021-02-21","14493","197","0.059662223","0.042328"
"Virgin Islands","2021-02-21","2575","25","0.019801974","0.0"
"Virginia","2021-02-21","564115","7331","0.025665522","0.045493484"
"Washington","2021-02-21","336945","4886","0.01745665","0.03101921"
"West Virginia","2021-02-21","129616","2261","0.01589489","0.023076892"
"Wisconsin","2021-02-21","612240","6875","0.008278847","0.018820405"
"Wyoming","2021-02-21","53795","662","0.012402177","0.023183942"
"Alabama","2021-02-22","487520","9592","0.012281895","0.037646055"
"Alaska","2021-02-22","57316","279","0.023353815","0.029520273"
"Arizona","2021-02-22","809899","15502","0.013837457","0.03498459"
"Arkansas","2021-02-22","315759","5363","0.0076943636","0.016682506"
"California","2021-02-22","3537033","49531","0.013319135","0.05127883"
"Colorado","2021-02-22","424097","5990","0.017250896","0.011141062"
"Connecticut","2021-02-22","275334","7562","0.01884234","0.015442491"
"Delaware","2021-02-22","85090","1368","0.022237182","0.06625092"
"District of Columbia","2021-02-22","39755","995","0.019332886","0.015306115"
"Florida","2021-02-22","1872915","30064","0.022903085","0.039090276"
"Georgia","2021-02-22","962215","16313","0.020935059","0.055789232"
"Guam","2021-02-22","8696","131","0.0032302141","0.0"
"Hawaii","2021-02-22","27124","428","0.011976242","0.011820316"
"Idaho","2021-02-22","169723","1828","0.012872577","0.0127424"
"Illinois","2021-02-22","1178702","22506","0.010808706","0.0153387785"
"Indiana","2021-02-22","659547","12407","0.010279775","0.017717957"
