"state","date","cases","deaths","cases_weekly_change","deaths_weekly_change"
"Arizona","2021-06-15","887569","17779","0.0033460855","0.0037261248"
"Arkansas","2021-06-15","344369","5869","0.0047938824","0.0029050112"
"California","2021-06-15","3804529","63205","0.0016597509","7.916689E-4"
"Colorado","2021-06-15","554614","6840","0.0070506334","0.00840342"
"Connecticut","2021-06-15","348521","8263","0.0010541677","9.690523E-4"
"Delaware","2021-06-15","109421","1679","0.0021339655","0.0011925697"
"District of Columbia","2021-06-15","49213","1138","0.0019136667","8.7952614E-4"
"Florida","2021-06-15","2305909","37393","0.0046514273","0.009939194"
"Georgia","2021-06-15","1104748","20493","0.0022644997","0.0065324306"
"Guam","2021-06-15","9220","140","0.00391984","0.0"
"Hawaii","2021-06-15","35802","503","0.010727763","0.0019919872"
"Idaho","2021-06-15","193910","2119","0.0034931898","0.005695343"
"Illinois","2021-06-15","1392005","25505","0.0014942884","0.004687667"
"Indiana","2021-06-15","753174","13752","0.0031859875","0.0040887594"
"Iowa","2021-06-15","372752","6103","0.0016095638","0.0041131973"
"Kansas","2021-06-15","317644","5158","0.0024584532","0.0042835474"
"Kentucky","2021-06-15","463747","7218","0.003041029","0.009369373"
"Louisiana","2021-06-15","476467","10660","0.005461335","0.0035774708"
"Maine","2021-06-15","68632","848","0.0044050217","0.009523869"
"Maryland","2021-06-15","461609","9689","0.0014252663","0.0037294626"
"Massachusetts","2021-06-15","709012","17949","9.826422E-4","0.0017859936"
"Michigan","2021-06-15","996055","20803","0.002061367","0.007750869"
"Minnesota","2021-06-15","604059","7611","0.0015934706","0.00647974"
"Mississippi","2021-06-15","319428","7361","0.0026681423","0.0024513006"
"Missouri","2021-06-15","622790","9811","0.00628376","0.0060499907"
"Montana","2021-06-15","113057","1647","0.0038357973","0.007955909"
"Nebraska","2021-06-15","224237","2517","8.659363E-4","7.9524517E-4"
"Nevada","2021-06-15","327831","5631","0.004488826","0.003743291"
"New Hampshire","2021-06-15","99178","1364","0.002364993","0.0051584244"
"New Jersey","2021-06-15","1020043","26345","0.001704812","0.0019015074"
"New Mexico","2021-06-15","204392","4304","0.003160715","0.0034973621"
"New York","2021-06-15","2108249","52993","0.0015048981","0.0016443729"
"North Carolina","2021-06-15","1009956","13316","0.0029205084","0.006576419"
"North Dakota","2021-06-15","110504","1552","0.0019857883","0.0032321215"
"Northern Mariana Islands","2021-06-15","183","2","0.0","0.0"
"Ohio","2021-06-15","1107521","20122","0.0019831657","0.0050446987"
"Oklahoma","2021-06-15","454929","7325","0.0021125078","0.0012302399"
"Oregon","2021-06-15","205459","2764","0.008739233","0.012825251"
"Pennsylvania","2021-06-15","1213772","27566","0.002194643","0.004372239"
"Puerto Rico","2021-06-15","173064","2536","0.0018351078","0.0055511"
"Rhode Island","2021-06-15","152306","2723","0.0013148785","0.0014711618"
"South Carolina","2021-06-15","595285","9790","0.0015815496","0.0036908388"
"South Dakota","2021-06-15","124377","2026","6.033182E-4","0.0014829636"
"Tennessee","2021-06-15","852649","12403","0.0032285452","8.8763237E-4"
"Texas","2021-06-15","2973462","52147","0.004442811","0.0038114786"
"Utah","2021-06-15","410035","2323","0.00464797","0.0030224323"
"Vermont","2021-06-15","24339","256","0.0018110275","0.0"
"Virgin Islands","2021-06-15","3717","29","0.030210614","0.03571427"
"Virginia","2021-06-15","677949","11328","0.0013825893","0.006664872"
"Washington","2021-06-15","447266","5842","0.008346081","0.0036076307"
"West Virginia","2021-06-15","163221","2856","0.003597021","0.0120482445"
"Wisconsin","2021-06-15","676619","8023","0.0011185408","0.005262494"
"Wyoming","2021-06-15","61303","734","0.0075439215","0.01241374"
"Alabama","2021-06-16","548323","11288","0.0027028322","0.0034669638"
"Alaska","2021-06-16","70183","356","0.0025570393","0.0113636255"
"Arizona","2021-06-16","888005","17791","0.0033478737","0.004290104"
"Arkansas","2021-06-16","344657","5867","0.005044818","0.0022207499"
"California","2021-06-16","3805390","63224","0.0016361475","9.024143E-4"
"Colorado","2021-06-16","555248","6852","0.0068671703","0.008388519"
"Connecticut","2021-06-16","348560","8265","8.556843E-4","9.689331E-4"
"Delaware","2021-06-16","109418","1679","0.0017670393","0.0011925697"
"District of Columbia","2021-06-16","49223","1139","0.0019540787","0.0017590523"
"Florida","2021-06-16","2307628","37448","0.004704356","0.007723093"
"Georgia","2021-06-16","1105234","20544","0.0022480488","0.007997632"
"Guam","2021-06-16","9230","140","0.004024744","0.0"
"Hawaii","2021-06-16","35831","504","0.0104340315","0.0039840937"
"Idaho","2021-06-16","193997","2125","0.003216505","0.0033049583"
"Illinois","2021-06-16","1392390","25531","0.001480937","0.004643321"
"Indiana","2021-06-16","753511","13763","0.0031619072","0.004012227"
"Iowa","2021-06-16","372837","6109","0.0015822649","0.004109144"
"Kansas","2021-06-16","317938","5161","0.0024751425","0.004281044"
"Kentucky","2021-06-16","463895","7222","0.002695322","0.007955313"
"Louisiana","2021-06-16","476792","10670","0.004506469","0.0036685467"
"Maine","2021-06-16","68683","853","0.0043723583","0.011862397"
"Maryland","2021-06-16","461687","9695","0.0013186932","0.003831029"
"Massachusetts","2021-06-16","709080","17953","8.765459E-4","0.0017297268"
"Michigan","2021-06-16","996275","20808","0.0019853115","0.0075536966"
"Minnesota","2021-06-16","604145","7616","0.0015052557","0.0060765743"
"Mississippi","2021-06-16","319511","7368","0.0025918484","0.0028582811"
"Missouri","2021-06-16","623594","9814","0.0065630674","0.004914999"
"Montana","2021-06-16","113128","1649","0.003806591","0.007946253"
"Nebraska","2021-06-16","224267","2517","8.881092E-4","3.9744377E-4"
"Nevada","2021-06-16","328194","5635","0.0049328804","0.0032045841"
"New Hampshire","2021-06-16","99196","1364","0.0020202398","0.0051584244"
"New Jersey","2021-06-16","1020326","26352","0.0018017292","0.0016344786"
"New Mexico","2021-06-16","204472","4307","0.0031840801","0.0030274391"
"New York","2021-06-16","2108535","52995","0.0014381409","0.0015307665"
"North Carolina","2021-06-16","1010306","13333","0.0027184486","0.006112337"
"North Dakota","2021-06-16","110523","1553","0.001758337","0.0032299757"
"Northern Mariana Islands","2021-06-16","183","2","0.0","0.0"
"Ohio","2021-06-16","1107902","20122","0.0019733906","0.0050446987"
"Oklahoma","2021-06-16","455145","7354","0.0023144484","0.0039590597"
"Oregon","2021-06-16","205780","2775","0.008646369","0.01056087"
"Pennsylvania","2021-06-16","1214051","27582","0.0021164417","0.004004121"
"Puerto Rico","2021-06-16","173075","2538","0.0018407106","0.0055468082"
"Rhode Island","2021-06-16","152333","2723","0.001183033","3.6740303E-4"
"South Carolina","2021-06-16","595310","9786","0.0012378693","0.0025612116"
"South Dakota","2021-06-16","124382","2026","5.4705143E-4","0.0014829636"
"Tennessee","2021-06-16","852863","12405","0.0032548904","8.8751316E-4"
"Texas","2021-06-16","2975716","52185","0.0028494596","0.0038279295"
"Utah","2021-06-16","410447","2324","0.004768729","0.0025883913"
"Vermont","2021-06-16","24348","256","0.001975298","0.0"
"Virgin Islands","2021-06-16","3729","30","0.021084309","0.07142854"
"Virginia","2021-06-16","678226","11330","0.0015002489","0.0062166452"
"Washington","2021-06-16","447781","5850","0.00815475","0.0023988485"
"West Virginia","2021-06-16","163311","2861","0.0035949945","0.0052706003"
"Wisconsin","2021-06-16","676655","8041","9.793043E-4","0.0057536364"
"Wyoming","2021-06-16","61359","734","0.006859064","0.01241374"
"Alabama","2021-06-17","548323","11288","0.002171278","0.0031994581"
"Alaska","2021-06-17","70183","356","0.0025570393","0.0113636255"
"Arizona","2021-06-17","888337","17809","0.0033035278","0.0037763119"
"Arkansas","2021-06-17","344945","5869","0.0050376654","0.0022199154"
"California","2021-06-17","3806400","63254","0.0016256571","7.593632E-4"
"Colorado","2021-06-17","555819","6856","0.0067032576","0.007346511"
"Connecticut","2021-06-17","348595","8266","7.9238415E-4","7.263422E-4"
"Delaware","2021-06-17","109470","1679","0.0019403696","0.0"
"District of Columbia","2021-06-17","49232","1140","0.0016479492","0.0026385784"
"Florida","2021-06-17","2309254","37448","0.0046572685","0.0065042973"
"Georgia","2021-06-17","1105638","20572","0.0022171736","0.007394314"
"Guam","2021-06-17","9235","140","0.0039135218","0.0"
"Hawaii","2021-06-17","35862","504","0.009571552","0.0039840937"
"Idaho","2021-06-17","194084","2125","0.0031477213","0.0028315783"
"Illinois","2021-06-17","1392635","25552","0.0013618469","0.0047974586"
"Indiana","2021-06-17","753773","13764","0.0028965473","0.003938675"
"Iowa","2021-06-17","372909","6109","0.001546979","0.0022969246"
"Kansas","2021-06-17","317950","5161","0.0024750233","0.004281044"
"Kentucky","2021-06-17","464100","7224","0.0025901794","0.005847931"
"Louisiana","2021-06-17","477127","10677","0.004211545","0.0036660433"
"Maine","2021-06-17","68717","854","0.00391531","0.013048649"
"Maryland","2021-06-17","461766","9698","0.0012251139","0.00320673"
"Massachusetts","2021-06-17","709187","17957","8.5806847E-4","0.0015617609"
"Michigan","2021-06-17","996454","20835","0.0017955303","0.0066189766"
"Minnesota","2021-06-17","604277","7620","0.0014567375","0.0056750774"
"Mississippi","2021-06-17","319704","7369","0.0025871992","0.0028579235"
"Missouri","2021-06-17","624399","9819","0.0067703724","0.0045012236"
"Montana","2021-06-17","113200","1651","0.003563881","0.007936478"
"Nebraska","2021-06-17","224313","2517","9.862185E-4","3.9744377E-4"
"Nevada","2021-06-17","328490","5642","0.00493145","0.0037360191"
"New Hampshire","2021-06-17","99225","1366","0.0018678904","0.0044118166"
"New Jersey","2021-06-17","1020564","26364","0.0016989708","0.0015956163"
"New Mexico","2021-06-17","204577","4312","0.003226757","0.0034908056"
"New York","2021-06-17","2108978","53009","0.0013874769","0.0015493631"
"North Carolina","2021-06-17","1010698","13339","0.0026407242","0.005351186"
"North Dakota","2021-06-17","110551","1554","0.0015310049","0.0038759708"
"Northern Mariana Islands","2021-06-17","183","2","0.0","0.0"
"Ohio","2021-06-17","1108146","20122","0.0018823147","0.0050446987"
"Oklahoma","2021-06-17","455354","7354","0.0025054216","0.0039590597"
"Oregon","2021-06-17","206038","2776","0.008423209","0.009087563"
"Pennsylvania","2021-06-17","1214395","27597","0.0018479824","0.0037827492"
"Puerto Rico","2021-06-17","173109","2539","0.0017591715","0.0055445433"
"Rhode Island","2021-06-17","152359","2724","0.0011302233","7.3480606E-4"
"South Carolina","2021-06-17","595361","9790","0.0011805296","0.0029710531"
"South Dakota","2021-06-17","124393","2027","4.6646595E-4","4.9352646E-4"
"Tennessee","2021-06-17","853042","12412","0.0032531023","0.0012907982"
"Texas","2021-06-17","2976499","52219","0.0024873018","0.003844738"
"Utah","2021-06-17","410816","2324","0.004902005","0.0021561384"
"Vermont","2021-06-17","24357","256","0.0017684698","0.0"
"Virgin Islands","2021-06-17","3747","30","0.026013136","0.07142854"
"Virginia","2021-06-17","678392","11336","0.001427412","0.0058562756"
"Washington","2021-06-17","448263","5852","0.0075092316","0.001026392"
"West Virginia","2021-06-17","163382","2863","0.0032975674","0.005266905"
"Wisconsin","2021-06-17","676763","8046","8.651018E-4","0.0048707724"
"Wyoming","2021-06-17","61425","734","0.0067691803","0.01241374"
"Alabama","2021-06-18","548657","11306","0.0024373531","0.0035505295"
"Alaska","2021-06-18","70285","356","0.0031399727","0.0"
"Arizona","2021-06-18","888701","17822","0.0032365322","0.00462234"
"Arkansas","2021-06-18","345221","5874","0.0046913624","0.0025601387"
"California","2021-06-18","3807542","63290","0.0016671419","6.1655045E-4"
"Colorado","2021-06-18","556302","6866","0.0060983896","0.0067448616"
"Connecticut","2021-06-18","348665","8270","9.0432167E-4","0.0010894537"
"Delaware","2021-06-18","109501","1679","0.001875639","0.0"
"District of Columbia","2021-06-18","49243","1141","0.0017291307","0.0035179853"
"Florida","2021-06-18","2310881","37555","0.004387617","0.0077821016"
"Georgia","2021-06-18","1106021","20603","0.0021746159","0.0072846413"
"Guam","2021-06-18","9236","140","0.0033677816","0.0"
"Hawaii","2021-06-18","35903","507","0.0086529255","0.0079523325"
"Idaho","2021-06-18","194084","2125","0.0025362968","0.0028315783"
"Illinois","2021-06-18","1392733","25566","0.0011429787","0.0044790506"
"Indiana","2021-06-18","754043","13766","0.0027287006","0.0037916899"
"Iowa","2021-06-18","372987","6109","0.001463294","0.0019681454"
"Kansas","2021-06-18","318104","5163","0.002259016","0.004474759"
"Kentucky","2021-06-18","464264","7225","0.0025351048","0.0040299892"
"Louisiana","2021-06-18","477453","10688","0.0044156313","0.0037565231"
"Maine","2021-06-18","68753","854","0.0038839579","0.0118483305"
"Maryland","2021-06-18","461852","9703","0.0011640787","0.002686739"
"Massachusetts","2021-06-18","709263","17960","7.80344E-4","0.0012822151"
"Michigan","2021-06-18","996624","20848","0.001630187","0.006857872"
"Minnesota","2021-06-18","604384","7624","0.0013668537","0.004611969"
"Mississippi","2021-06-18","319948","7371","0.0026103258","0.0024479628"
"Missouri","2021-06-18","625417","9821","0.0072100163","0.0033714771"
"Montana","2021-06-18","113275","1651","0.0036059618","0.0060938597"
"Nebraska","2021-06-18","224336","2518","8.5663795E-4","3.9732456E-4"
"Nevada","2021-06-18","328875","5649","0.005303502","0.0048025846"
"New Hampshire","2021-06-18","99254","1367","0.0018775463","0.0051470995"
"New Jersey","2021-06-18","1020830","26368","0.0016907454","0.0016714334"
"New Mexico","2021-06-18","204698","4318","0.0032051802","0.0044196844"
"New York","2021-06-18","2109393","53017","0.0012583733","0.0014166832"
"North Carolina","2021-06-18","1010890","13359","0.0024125576","0.0054187775"
"North Dakota","2021-06-18","110575","1554","0.0014309883","0.0019342899"
"Northern Mariana Islands","2021-06-18","183","2","0.0","0.0"
"Ohio","2021-06-18","1108528","20166","0.0019134283","0.003733039"
"Oklahoma","2021-06-18","455535","7354","0.0025110245","0.0039590597"
"Oregon","2021-06-18","206299","2780","0.008042932","0.008708239"
"Pennsylvania","2021-06-18","1214620","27612","0.0017244816","0.0037077665"
"Puerto Rico","2021-06-18","173197","2539","0.001897335","0.003954172"
"Rhode Island","2021-06-18","152383","2724","0.0011168718","7.3480606E-4"
"South Carolina","2021-06-18","595448","9792","0.0010809898","0.0016366243"
"South Dakota","2021-06-18","124393","2027","4.0209293E-4","4.9352646E-4"
"Tennessee","2021-06-18","853104","12415","0.0011218786","0.0013711452"
"Texas","2021-06-18","2977580","52266","0.0024671555","0.0038797855"
"Utah","2021-06-18","411141","2326","0.00504303","0.0030184984"
"Vermont","2021-06-18","24360","256","0.0016447306","0.0"
"Virgin Islands","2021-06-18","3752","30","0.016802192","0.07142854"
"Virginia","2021-06-18","678506","11342","0.001440525","0.0052291155"
"Washington","2021-06-18","448716","5863","0.0072460175","0.0010243654"
"West Virginia","2021-06-18","163382","2863","0.0027188063","0.0049140453"
"Wisconsin","2021-06-18","676885","8047","8.827448E-4","0.0042431355"
"Wyoming","2021-06-18","61490","734","0.0061359406","0.01241374"
"Alabama","2021-06-19","548657","11306","0.0024373531","0.0035505295"
"Alaska","2021-06-19","70285","356","0.0031399727","0.0"
"Arizona","2021-06-19","889342","17838","0.003314495","0.0043352842"
"Arkansas","2021-06-19","345472","5874","0.0046499968","0.0023890734"
"California","2021-06-19","3808088","63309","0.0016508102","0.0026289225"
"Colorado","2021-06-19","556704","6876","0.005665064","0.006440282"
"Connecticut","2021-06-19","348665","8270","9.0432167E-4","0.0010894537"
"Delaware","2021-06-19","109528","1682","0.0018843412","0.001786828"
"District of Columbia","2021-06-19","49243","1141","0.0017291307","0.0035179853"
"Florida","2021-06-19","2310881","37555","0.004387617","0.0077821016"
"Georgia","2021-06-19","1106392","20628","0.0021494627","0.007177353"
"Guam","2021-06-19","9236","140","0.0033677816","0.0"
"Hawaii","2021-06-19","35967","508","0.0076766014","0.009940386"
"Idaho","2021-06-19","194084","2125","0.0025362968","0.0028315783"
"Illinois","2021-06-19","1392733","25566","9.7095966E-4","0.0038084984"
"Indiana","2021-06-19","754583","13795","0.0028520823","0.0036376715"
"Iowa","2021-06-19","373049","6112","0.0014066696","0.002131462"
"Kansas","2021-06-19","318104","5163","0.002259016","0.004474759"
"Kentucky","2021-06-19","464276","7225","0.0021196604","0.0030542612"
"Louisiana","2021-06-19","477453","10688","0.0044156313","0.0037565231"
"Maine","2021-06-19","68794","854","0.0037058592","0.010650873"
"Maryland","2021-06-19","461914","9707","0.0011097193","0.0024785995"
"Massachusetts","2021-06-19","709354","17966","7.3075294E-4","0.0015051365"
"Michigan","2021-06-19","996624","20848","0.001413703","0.0040454865"
"Minnesota","2021-06-19","604499","7629","0.0013118982","0.004344344"
"Mississippi","2021-06-19","319948","7371","0.0026103258","0.0024479628"
"Missouri","2021-06-19","625880","9832","0.007233858","0.004392743"
"Montana","2021-06-19","113275","1651","0.0036059618","0.0060938597"
"Nebraska","2021-06-19","224343","2519","8.878708E-4","7.946491E-4"
"Nevada","2021-06-19","328875","5649","0.005303502","0.0048025846"
"New Hampshire","2021-06-19","99254","1367","0.0018775463","0.0051470995"
"New Jersey","2021-06-19","1021038","26372","0.001650095","0.0017092228"
"New Mexico","2021-06-19","204698","4318","0.0032051802","0.0044196844"
"New York","2021-06-19","2109782","53024","0.0012385845","0.0012462139"
"North Carolina","2021-06-19","1010919","13359","0.0024045706","0.0054187775"
"North Dakota","2021-06-19","110590","1554","0.001204133","0.0019342899"
"Northern Mariana Islands","2021-06-19","183","2","0.0","0.0"
"Ohio","2021-06-19","1108736","20166","0.0017528534","0.003733039"
"Oklahoma","2021-06-19","455535","7354","0.0025110245","0.0039590597"
"Oregon","2021-06-19","206581","2783","0.008213878","0.008698821"
"Pennsylvania","2021-06-19","1214797","27612","0.0016283989","0.0031243563"
"Puerto Rico","2021-06-19","173284","2539","0.0020006895","0.0035573244"
"Rhode Island","2021-06-19","152383","2724","0.0011168718","7.3480606E-4"
"South Carolina","2021-06-19","595448","9792","0.0010809898","0.0016366243"
"South Dakota","2021-06-19","124393","2027","4.0209293E-4","4.9352646E-4"
"Tennessee","2021-06-19","853104","12415","0.0011018515","0.0013711452"
"Texas","2021-06-19","2979299","52281","0.0027680397","0.0035511255"
"Utah","2021-06-19","411431","2328","0.004875064","0.002152443"
"Vermont","2021-06-19","24360","256","0.0016447306","0.0"
"Virgin Islands","2021-06-19","3752","30","0.016802192","0.07142854"
"Virginia","2021-06-19","678595","11343","0.0013635159","0.004427552"
"Washington","2021-06-19","449108","5867","0.0068918467","0.0017073154"
"West Virginia","2021-06-19","163382","2863","0.0027188063","0.0049140453"
"Wisconsin","2021-06-19","676885","8047","8.827448E-4","0.0042431355"
"Wyoming","2021-06-19","61490","734","0.0061359406","0.01241374"
"Alabama","2021-06-20","548657","11306","0.0024373531","0.0035505295"
"Alaska","2021-06-20","70285","356","0.0031399727","0.0"
"Arizona","2021-06-20","889727","17843","0.003354907","0.0042210817"
"Arkansas","2021-06-20","345605","5874","0.004770875","0.002218008"
"California","2021-06-20","3808733","63337","0.0016682148","0.0030406713"
"Colorado","2021-06-20","557005","6876","0.0052917004","0.006292939"
"Connecticut","2021-06-20","348665","8270","9.0432167E-4","0.0010894537"
"Delaware","2021-06-20","109548","1683","0.0017373562","0.0023823977"
"District of Columbia","2021-06-20","49243","1141","0.0017291307","0.0035179853"
"Florida","2021-06-20","2310881","37555","0.0035597086","0.0077821016"
"Georgia","2021-06-20","1106604","20628","0.0021389723","0.007177353"
"Guam","2021-06-20","9236","140","0.0033677816","0.0"
"Hawaii","2021-06-20","36036","510","0.008761883","0.013916492"
"Idaho","2021-06-20","194084","2125","0.0025362968","0.0028315783"
"Illinois","2021-06-20","1392733","25566","7.696152E-4","0.0033358335"
"Indiana","2021-06-20","754583","13795","0.0028520823","0.0036376715"
"Iowa","2021-06-20","373101","6114","0.0014064312","0.0019665956"
"Kansas","2021-06-20","318104","5163","0.002259016","0.004474759"
"Kentucky","2021-06-20","464291","7227","0.001972437","0.0030534267"
"Louisiana","2021-06-20","477453","10688","0.0044156313","0.0037565231"
"Maine","2021-06-20","68826","854","0.0034407377","0.010650873"
"Maryland","2021-06-20","461956","9707","0.0010206699","0.0021680593"
"Massachusetts","2021-06-20","709395","17971","7.3361397E-4","0.0017838478"
"Michigan","2021-06-20","996624","20848","0.0014077425","0.0040454865"
"Minnesota","2021-06-20","604602","7638","0.0012403727","0.004339218"
"Mississippi","2021-06-20","319948","7371","0.0026103258","0.0024479628"
"Missouri","2021-06-20","626206","9832","0.007296443","0.004392743"
"Montana","2021-06-20","113275","1651","0.0036059618","0.0060938597"
"Nebraska","2021-06-20","224343","2519","8.878708E-4","7.946491E-4"
"Nevada","2021-06-20","328875","5649","0.005303502","0.0048025846"
"New Hampshire","2021-06-20","99254","1367","0.0018775463","0.0051470995"
"New Jersey","2021-06-20","1021182","26374","0.001587987","0.0016710758"
"New Mexico","2021-06-20","204698","4318","0.0032051802","0.0044196844"
"New York","2021-06-20","2110069","53026","0.0012023449","0.0010950565"
"North Carolina","2021-06-20","1010919","13359","0.0024045706","0.0054187775"
"North Dakota","2021-06-20","110598","1554","0.0012221336","0.0019342899"
"Northern Mariana Islands","2021-06-20","183","2","0.0","0.0"
"Ohio","2021-06-20","1108902","20166","0.0016756058","0.003733039"
"Oklahoma","2021-06-20","455535","7354","0.0025110245","0.0039590597"
"Oregon","2021-06-20","206777","2784","0.008520722","0.009061217"
"Pennsylvania","2021-06-20","1214901","27621","0.0015647411","0.0029411316"
"Puerto Rico","2021-06-20","173328","2540","0.0020176172","0.0039526224"
"Rhode Island","2021-06-20","152383","2724","0.0011168718","7.3480606E-4"
"South Carolina","2021-06-20","595448","9792","9.598732E-4","0.0012270212"
"South Dakota","2021-06-20","124393","2027","2.975464E-4","4.9352646E-4"
"Tennessee","2021-06-20","853104","12415","0.0010536909","0.0013711452"
"Texas","2021-06-20","2979672","52292","0.0027507544","0.0035889149"
"Utah","2021-06-20","411680","2330","0.0050070286","0.0030133724"
"Vermont","2021-06-20","24360","256","0.0016447306","0.0"
"Virgin Islands","2021-06-20","3752","30","0.016802192","0.07142854"
"Virginia","2021-06-20","678649","11351","0.0013352633","0.0038913488"
"Washington","2021-06-20","449170","5867","0.006902218","0.0015363693"
"West Virginia","2021-06-20","163382","2863","0.0027188063","0.0049140453"
"Wisconsin","2021-06-20","676885","8047","8.827448E-4","0.0042431355"
"Wyoming","2021-06-20","61490","734","0.0061359406","0.01241374"
"Alabama","2021-06-21","549013","11311","0.0020807981","0.0032818317"
"Alaska","2021-06-21","70372","356","0.003422141","0.0"
"Arizona","2021-06-21","890111","17843","0.0033421516","0.0042210817"
"Arkansas","2021-06-21","345695","5876","0.004731655","0.0022172928"
"California","2021-06-21","3810024","63353","0.0017166138","0.0032145977"
"Colorado","2021-06-21","557234","6881","0.005324006","0.007024765"
"Connecticut","2021-06-21","348757","8269","8.379221E-4","7.261038E-4"
"Delaware","2021-06-21","109564","1683","0.0016913414","0.0023823977"
"District of Columbia","2021-06-21","49248","1141","0.0014030933","0.0026361942"
"Florida","2021-06-21","2314559","37585","0.0041828156","0.0068309307"
"Georgia","2021-06-21","1106776","20628","0.002135992","0.007177353"
"Guam","2021-06-21","9253","140","0.0043417215","0.0"
"Hawaii","2021-06-21","36048","510","0.0078001022","0.013916492"
"Idaho","2021-06-21","194327","2138","0.0026106834","0.008966446"
"Illinois","2021-06-21","1393461","25592","0.0012042522","0.0040016174"
"Indiana","2021-06-21","754867","13799","0.0026512146","0.0038557053"
"Iowa","2021-06-21","373140","6115","0.0013176203","0.0021305084"
"Kansas","2021-06-21","318248","5165","0.001999259","0.0013570786"
"Kentucky","2021-06-21","464584","7236","0.0022716522","0.003606081"
"Louisiana","2021-06-21","478139","10693","0.0046879053","0.0035663843"
"Maine","2021-06-21","68844","854","0.0035129786","0.010650873"
"Maryland","2021-06-21","461996","9707","9.771585E-4","0.0019612312"
"Massachusetts","2021-06-21","709443","17976","7.1942806E-4","0.0016158819"
"Michigan","2021-06-21","996972","20884","0.00113976","0.005343437"
"Minnesota","2021-06-21","604701","7642","0.0012120008","0.0042049885"
"Mississippi","2021-06-21","320107","7378","0.002273202","0.0032634735"
"Missouri","2021-06-21","626799","9836","0.0073963404","0.004493475"
"Montana","2021-06-21","113333","1652","0.0033109188","0.005477786"
"Nebraska","2021-06-21","224427","2519","9.4103813E-4","7.946491E-4"
"Nevada","2021-06-21","329515","5646","0.005910039","0.0035549402"
"New Hampshire","2021-06-21","99329","1367","0.0018761158","0.0029346943"
"New Jersey","2021-06-21","1021323","26377","0.0014992952","0.0016329288"
"New Mexico","2021-06-21","204961","4328","0.0033779144","0.005576253"
"New York","2021-06-21","2110346","53034","0.0011546612","0.001075983"
"North Carolina","2021-06-21","1011643","13386","0.0019937754","0.005634427"
"North Dakota","2021-06-21","110602","1554","0.0011857748","0.0019342899"
"Northern Mariana Islands","2021-06-21","183","2","0.0","0.0"
"Ohio","2021-06-21","1109025","20166","0.0016256571","0.003733039"
"Oklahoma","2021-06-21","455986","7354","0.0024225712","0.0039590597"
"Oregon","2021-06-21","206854","2786","0.008286476","0.009786129"
"Pennsylvania","2021-06-21","1215116","27623","0.0014554262","0.0029045343"
"Puerto Rico","2021-06-21","173368","2540","0.0019071102","0.0039526224"
"Rhode Island","2021-06-21","152429","2724","0.0010244846","7.3480606E-4"
"South Carolina","2021-06-21","595750","9801","9.223223E-4","0.0011235476"
"South Dakota","2021-06-21","124411","2027","4.4226646E-4","4.9352646E-4"
"Tennessee","2021-06-21","853362","12423","0.0013200045","0.0020164251"
"Texas","2021-06-21","2980325","52300","0.002672553","0.0035306215"
"Utah","2021-06-21","411840","2330","0.0049829483","0.0030133724"
"Vermont","2021-06-21","24368","256","0.0015207529","0.0"
"Virgin Islands","2021-06-21","3768","30","0.017828226","0.07142854"
"Virginia","2021-06-21","678765","11360","0.0014059544","0.003710866"
"Washington","2021-06-21","449829","5881","0.006828904","0.009613752"
"West Virginia","2021-06-21","163382","2863","0.0014588833","0.0035051107"
"Wisconsin","2021-06-21","677030","8064","7.997751E-4","0.006113529"
"Wyoming","2021-06-21","61630","734","0.006450534","0.01241374"
"Alabama","2021-06-22","549013","11311","0.0015506744","0.0026593208"
"Alaska","2021-06-22","70372","356","0.003422141","0.0"
"Arizona","2021-06-22","890533","17858","0.0033394098","0.004443407"
"Arkansas","2021-06-22","346180","5884","0.005258918","0.0025558472"
"California","2021-06-22","3811099","63370","0.0017268658","0.0026105642"
"Colorado","2021-06-22","557621","6885","0.0054217577","0.0065789223"
"Connecticut","2021-06-22","348802","8271","8.062124E-4","9.6821785E-4"
"Delaware","2021-06-22","109577","1691","0.0014257431","0.0071470737"
"District of Columbia","2021-06-22","49275","1141","0.0012598038","0.0026361942"
"Florida","2021-06-22","2316238","37656","0.0044794083","0.007033348"
"Georgia","2021-06-22","1107157","20639","0.0021805763","0.007124424"
"Guam","2021-06-22","9273","140","0.005748391","0.0"
"Hawaii","2021-06-22","36066","510","0.007373929","0.013916492"
"Idaho","2021-06-22","194444","2142","0.0027538538","0.010854125"
"Illinois","2021-06-22","1393640","25600","0.0011745691","0.0037248135"
"Indiana","2021-06-22","755172","13811","0.0026527643","0.0042903423"
"Iowa","2021-06-22","373223","6117","0.0012636185","0.0022939444"
"Kansas","2021-06-22","318264","5165","0.0019518137","0.0013570786"
"Kentucky","2021-06-22","464743","7240","0.0021476746","0.003047943"
"Louisiana","2021-06-22","478464","10699","0.0041912794","0.003658533"
"Maine","2021-06-22","68864","854","0.0033802986","0.007075429"
"Maryland","2021-06-22","462045","9715","9.444952E-4","0.002683401"
"Massachusetts","2021-06-22","709476","17977","6.54459E-4","0.0015599728"
"Michigan","2021-06-22","997133","20897","0.0010823011","0.004518628"
"Minnesota","2021-06-22","604780","7643","0.0011936426","0.0042043924"
"Mississippi","2021-06-22","320174","7390","0.0023354292","0.0039396286"
"Missouri","2021-06-22","627617","9848","0.0077506304","0.003771305"
